Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,28/06/2001,21Z,32.0,13%,998.5 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ABADAN,28/06/2001,15Z,42.4,12%,997.9 Hpa,310º (NW),21.6,0/8,-,-,-,-,46.6,-,"Clear, dust"
ABADAN,28/06/2001,12Z,45.4,6%,998.4 Hpa,290º (W ),32.4,0/8,-,-,-,-,-,-,Clear
ABADAN,28/06/2001,09Z,45.0,5%,999.8 Hpa,330º (NW),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,28/06/2001,06Z,37.8,11%,1000.8 Hpa,300º (NW),21.6,0/8,-,-,-,-,-,-,Clear
ABADAN,28/06/2001,03Z,25.4,30%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,28/06/2001,00Z,30.2,20%,997.8 Hpa,310º (NW),21.6,0/8,-,-,-,-,-,-,Clear
ABADEH,28/06/2001,18Z,26.8,9%,993.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,28/06/2001,15Z,33.6,2%,993.9 Hpa,calm.,,0/8,-,-,-,-,35.6,-,Clear
ABADEH,28/06/2001,12Z,34.4,2%,993.6 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,28/06/2001,09Z,32.6,4%,994.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,28/06/2001,03Z,16.8,12%,997.0 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,14.8,Clear
ABADEH,28/06/2001,00Z,19.2,14%,993.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,28/06/2001,12Z,33.8,11%,996.8 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,28/06/2001,06Z,32.0,12%,999.5 Hpa,calm.,,3/8,3/8 SC,-,-,-,-,-,"Scattered clouds, haze"
AHAR,28/06/2001,21Z,19.0,63%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,28/06/2001,18Z,21.4,56%,1003.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,28/06/2001,15Z,24.6,47%,-,030º (NE),14.4,1/8,-,-,-,-,-,-,Few clouds
AHAR,28/06/2001,12Z,26.2,40%,1002.2 Hpa,090º (E ),10.8,1/8,1/8 CU,-,-,-,-,-,Few clouds
AHAR,28/06/2001,09Z,24.0,42%,-,090º (E ),7.2,1/8,-,-,-,-,-,-,Few clouds
AHAR,28/06/2001,06Z,19.4,54%,1006.5 Hpa,030º (NE),18.0,5/8,5/8 SC,-,-,-,-,-,Cloudy
AHAR,28/06/2001,03Z,17.2,65%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
AHAR,28/06/2001,00Z,18.0,66%,1003.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,28/06/2001,21Z,34.0,21%,998.2 Hpa,280º (W ),18.0,0/8,-,-,-,-,-,-,Clear
AHWAZ,28/06/2001,18Z,36.4,19%,997.2 Hpa,270º (W ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,28/06/2001,15Z,42.6,13%,996.7 Hpa,270º (W ),18.0,0/8,-,-,-,-,45.6,-,Clear
AHWAZ,28/06/2001,12Z,44.4,10%,997.0 Hpa,300º (NW),18.0,0/8,-,-,-,-,-,-,Clear
AHWAZ,28/06/2001,09Z,43.0,12%,998.7 Hpa,300º (NW),25.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,28/06/2001,06Z,35.2,20%,999.4 Hpa,290º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,28/06/2001,03Z,28.6,36%,999.0 Hpa,calm.,,0/8,-,-,-,-,-,27.4,Clear
AHWAZ,28/06/2001,00Z,30.8,27%,996.5 Hpa,330º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,28/06/2001,21Z,22.2,31%,995.9 Hpa,100º (E ),14.4,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,28/06/2001,18Z,26.4,24%,996.3 Hpa,050º (NE),18.0,0/8,-,-,-,-,-,-,Clear
