Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,25/06/2001,21Z,30.8,21%,998.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADAN,25/06/2001,18Z,35.0,13%,998.5 Hpa,280º (W ),14.4,0/8,-,-,-,-,-,-,Clear
ABADAN,25/06/2001,15Z,43.0,10%,998.0 Hpa,280º (W ),14.4,0/8,-,-,-,-,46.0,-,Clear
ABADAN,25/06/2001,12Z,44.8,8%,998.4 Hpa,270º (W ),18.0,0/8,-,-,-,-,-,-,Clear
ABADAN,25/06/2001,06Z,36.8,13%,1000.4 Hpa,310º (NW),25.2,0/8,-,-,-,-,-,-,Clear
ABADAN,25/06/2001,00Z,28.0,25%,998.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,25/06/2001,15Z,32.0,1%,998.2 Hpa,calm.,,0/8,-,-,-,-,34.0,-,Clear
ABADEH,25/06/2001,12Z,33.6,0%,998.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,25/06/2001,09Z,32.0,1%,998.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,25/06/2001,06Z,26.6,4%,999.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,25/06/2001,03Z,15.4,10%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,25/06/2001,12Z,34.6,11%,998.0 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,25/06/2001,06Z,32.0,,999.7 Hpa,calm.,,1/8,1/8 ST,-,-,-,-,-,"Few clouds, mist"
AHAR,25/06/2001,21Z,18.6,48%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,25/06/2001,18Z,23.6,43%,1002.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,25/06/2001,15Z,27.4,36%,-,060º (NE),18.0,0/8,-,-,-,-,-,-,Clear
AHAR,25/06/2001,12Z,29.0,34%,1001.8 Hpa,090º (E ),10.8,0/8,-,-,-,-,-,-,Clear
AHAR,25/06/2001,09Z,27.0,38%,-,090º (E ),10.8,0/8,-,-,-,-,-,-,Clear
AHAR,25/06/2001,06Z,22.4,45%,1005.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,25/06/2001,21Z,35.0,17%,997.6 Hpa,300º (NW),18.0,0/8,-,-,-,-,-,-,Clear
AHWAZ,25/06/2001,18Z,37.2,15%,997.4 Hpa,280º (W ),14.4,0/8,-,-,-,-,-,-,Clear
AHWAZ,25/06/2001,15Z,43.4,12%,996.8 Hpa,280º (W ),18.0,0/8,-,-,-,-,46.0,-,Clear
AHWAZ,25/06/2001,12Z,45.2,11%,997.1 Hpa,310º (NW),18.0,0/8,-,-,-,-,-,-,Clear
AHWAZ,25/06/2001,09Z,42.4,13%,998.5 Hpa,300º (NW),18.0,0/8,-,-,-,-,-,-,Clear
AHWAZ,25/06/2001,06Z,33.0,22%,998.7 Hpa,290º (W ),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,25/06/2001,03Z,27.4,29%,997.9 Hpa,320º (NW),7.2,0/8,-,-,-,-,-,26.8,Clear
AHWAZ,25/06/2001,00Z,30.4,24%,997.5 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,25/06/2001,21Z,21.4,29%,998.3 Hpa,120º (SE),21.6,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,25/06/2001,18Z,25.6,30%,998.8 Hpa,020º (N),18.0,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,25/06/2001,15Z,32.6,20%,997.9 Hpa,280º (W ),25.2,0/8,-,-,-,-,34.8,-,Clear
ALI-GOODARZ,25/06/2001,12Z,34.2,18%,997.3 Hpa,170º (S ),18.0,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,25/06/2001,06Z,29.4,20%,997.9 Hpa,110º (E ),28.8,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,25/06/2001,03Z,17.4,32%,999.4 Hpa,130º (SE),25.2,0/8,-,-,-,-,-,17.4,Clear
ANZALI,25/06/2001,21Z,24.0,84%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,25/06/2001,18Z,25.6,75%,1005.3 Hpa,130º (SE),7.2,0/8,-,-,-,-,-,-,Clear
ANZALI,25/06/2001,15Z,27.0,66%,-,090º (E ),7.2,0/8,-,-,-,-,-,-,Clear
ANZALI,25/06/2001,12Z,27.6,57%,1006.1 Hpa,070º (E ),10.8,0/8,-,-,-,-,-,-,Clear
ANZALI,25/06/2001,09Z,27.4,59%,-,030º (NE),10.8,0/8,-,-,-,-,-,-,Clear
ANZALI,25/06/2001,06Z,26.4,40%,1008.9 Hpa,350º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ANZALI,25/06/2001,03Z,23.2,87%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ANZALI,25/06/2001,00Z,23.8,92%,1004.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,25/06/2001,21Z,24.6,14%,996.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,25/06/2001,18Z,28.4,6%,997.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,25/06/2001,15Z,33.0,3%,997.6 Hpa,030º (NE),21.6,0/8,-,-,-,-,36.6,-,Clear
ARAK,25/06/2001,12Z,36.0,5%,997.0 Hpa,060º (NE),18.0,0/8,-,-,-,-,-,-,Clear
ARAK,25/06/2001,09Z,34.6,4%,996.9 Hpa,030º (NE),21.6,0/8,-,-,-,-,-,-,Clear
ARAK,25/06/2001,06Z,28.0,8%,999.5 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, haze"
ARAK,25/06/2001,00Z,19.6,20%,997.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARDEBIL,25/06/2001,21Z,17.0,54%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ARDEBIL,25/06/2001,18Z,19.4,42%,1003.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARDEBIL,25/06/2001,15Z,22.8,34%,-,090º (E ),25.2,0/8,-,-,-,-,-,-,Clear
ARDEBIL,25/06/2001,12Z,26.0,33%,1002.9 Hpa,080º (E ),18.0,0/8,-,-,-,-,-,-,Clear
ARDEBIL,25/06/2001,09Z,25.4,41%,-,110º (E ),18.0,0/8,-,-,-,-,-,-,Clear
ARDEBIL,25/06/2001,06Z,21.4,45%,1006.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARDEBIL,25/06/2001,03Z,13.2,74%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,25/06/2001,21Z,24.0,82%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,25/06/2001,18Z,25.6,76%,1004.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,25/06/2001,15Z,27.4,72%,-,080º (E ),3.6,0/8,-,-,-,-,-,-,Clear
BABULSAR,25/06/2001,12Z,29.2,58%,1005.7 Hpa,310º (NW),18.0,1/8,1/8 CU,-,-,-,-,-,Few clouds
BABULSAR,25/06/2001,09Z,29.0,59%,-,350º (N ),14.4,0/8,-,-,-,-,-,-,Clear
BABULSAR,25/06/2001,06Z,28.2,56%,1008.6 Hpa,330º (NW),10.8,2/8,-,2/8 AC,-,-,-,-,Few clouds
BABULSAR,25/06/2001,00Z,22.2,91%,1004.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BAFT,25/06/2001,21Z,21.4,12%,996.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BAFT,25/06/2001,18Z,25.4,11%,996.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BAFT,25/06/2001,15Z,30.0,10%,994.0 Hpa,270º (W ),10.8,0/8,-,-,-,-,31.6,-,Clear
BAFT,25/06/2001,12Z,31.0,10%,994.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BAFT,25/06/2001,09Z,29.4,10%,996.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BAFT,25/06/2001,06Z,26.0,11%,997.3 Hpa,180º (S ),7.2,0/8,-,-,-,-,-,-,Clear
BAFT,25/06/2001,03Z,22.4,12%,996.8 Hpa,calm.,,0/8,-,-,-,-,-,19.4,Clear
BAM,25/06/2001,21Z,26.8,19%,996.5 Hpa,270º (W ),14.4,0/8,-,-,-,-,-,-,Clear
BAM,25/06/2001,18Z,30.0,14%,996.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BAM,25/06/2001,15Z,36.4,5%,995.1 Hpa,030º (NE),14.4,0/8,-,-,-,-,38.8,-,Clear
BAM,25/06/2001,12Z,37.8,7%,995.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BAM,25/06/2001,09Z,37.4,5%,998.0 Hpa,360º (N ),14.4,0/8,-,-,-,-,-,-,Clear
BAM,25/06/2001,06Z,35.6,6%,999.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BAM,25/06/2001,03Z,27.2,8%,998.4 Hpa,280º (W ),14.4,0/8,-,-,-,-,-,24.2,Clear
BANDAR LENGEH,25/06/2001,15Z,36.0,38%,-,240º (SW),10.8,0/8,-,-,-,-,-,-,Clear
BANDAR LENGEH,25/06/2001,12Z,34.0,59%,996.6 Hpa,210º (SW),14.4,0/8,-,-,-,-,-,-,"Clear, haze"
BANDAR LENGEH,25/06/2001,09Z,34.2,69%,998.0 Hpa,180º (S ),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
BANDAR LENGEH,25/06/2001,06Z,36.0,52%,998.2 Hpa,090º (E ),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
BANDAR LENGEH,25/06/2001,03Z,28.4,84%,997.1 Hpa,calm.,,0/8,-,-,-,-,-,28.0,"Clear, mist"
BANDARABBASS,25/06/2001,21Z,32.6,81%,998.9 Hpa,calm.,,3/8,-,3/8 AC,-,-,-,-,"Scattered clouds, mist"
BANDARABBASS,25/06/2001,18Z,33.2,66%,998.2 Hpa,150º (SE),14.4,0/8,-,-,-,-,-,42.9,"Clear, haze"
BANDARABBASS,25/06/2001,15Z,34.2,74%,996.7 Hpa,180º (S ),14.4,0/8,-,-,-,-,40.5,-,"Clear, haze"
BANDARABBASS,25/06/2001,12Z,37.4,56%,997.3 Hpa,190º (S ),21.6,0/8,-,-,-,-,-,-,"Clear, haze"
BANDARABBASS,25/06/2001,09Z,38.0,49%,998.7 Hpa,190º (S ),21.6,0/8,-,-,-,-,-,-,"Clear, haze"
BANDARABBASS,25/06/2001,06Z,40.4,13%,998.7 Hpa,180º (S ),14.4,0/8,-,-,-,-,-,-,"Clear, haze"
BANDARABBASS,25/06/2001,03Z,30.0,61%,998.3 Hpa,calm.,,0/8,-,-,-,-,-,27.2,"Clear, haze"
BANDARABBASS,25/06/2001,00Z,31.2,91%,998.4 Hpa,030º (NE),7.2,4/8,-,4/8 AC,-,-,-,-,"Scattered clouds, mist"
BIRJAND,25/06/2001,21Z,25.2,16%,999.3 Hpa,100º (E ),10.8,0/8,-,-,-,-,-,-,Clear
BIRJAND,25/06/2001,18Z,26.4,15%,1000.4 Hpa,130º (SE),10.8,0/8,-,-,-,-,-,-,Clear
BIRJAND,25/06/2001,15Z,32.0,11%,998.5 Hpa,050º (NE),18.0,0/8,-,-,-,-,36.4,-,Clear
BIRJAND,25/06/2001,12Z,36.2,9%,997.3 Hpa,040º (NE),21.6,0/8,-,-,-,-,-,-,Clear
BIRJAND,25/06/2001,09Z,33.4,10%,998.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BIRJAND,25/06/2001,06Z,29.6,12%,1000.6 Hpa,070º (E ),14.4,0/8,-,-,-,-,-,-,Clear
BIRJAND,25/06/2001,00Z,21.0,18%,998.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BOJNOURD,25/06/2001,18Z,27.2,36%,1001.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BOJNOURD,25/06/2001,12Z,34.8,20%,1001.7 Hpa,280º (W ),18.0,0/8,-,-,-,-,-,-,Clear
BOJNOURD,25/06/2001,06Z,24.8,50%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BUSHEHR,25/06/2001,18Z,31.2,13%,998.9 Hpa,120º (SE),7.2,0/8,-,-,-,-,-,-,Clear
