Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,30/06/2009,21Z,34.0,18%,999.9 Hpa,330º (NW),21.6,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,30/06/2009,18Z,39.6,12%,999.9 Hpa,340º (N ),21.6,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,30/06/2009,15Z,46.8,6%,998.7 Hpa,340º (N ),18.0,0/8,-,-,-,-,49.4,-,"Clear, dust"
ABADAN,30/06/2009,12Z,48.2,5%,998.5 Hpa,360º (N ),21.6,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,30/06/2009,09Z,44.4,7%,1000.4 Hpa,360º (N ),14.4,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,30/06/2009,06Z,36.2,17%,1001.2 Hpa,360º (N ),21.6,0/8,-,-,-,-,-,-,"Clear, dust"
ABADAN,30/06/2009,03Z,30.0,27%,1000.7 Hpa,310º (NW),21.6,0/8,-,-,-,-,-,29.8,"Clear, dust"
ABADAN,30/06/2009,00Z,31.0,28%,1000.3 Hpa,300º (NW),18.0,0/8,-,-,-,-,-,-,"Clear, dust"
ABADEH,30/06/2009,21Z,22.8,20%,998.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,30/06/2009,18Z,26.6,16%,998.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,30/06/2009,15Z,32.8,8%,999.3 Hpa,340º (N ),10.8,0/8,-,-,-,-,34.6,-,Clear
ABADEH,30/06/2009,12Z,33.6,9%,999.5 Hpa,160º (S ),18.0,0/8,-,-,-,-,-,-,Clear
ABADEH,30/06/2009,09Z,33.0,8%,1000.3 Hpa,210º (SW),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,30/06/2009,06Z,28.2,15%,1000.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,30/06/2009,03Z,17.8,23%,1001.7 Hpa,290º (W ),10.8,0/8,-,-,-,-,-,15.0,Clear
ABADEH,30/06/2009,00Z,18.6,18%,1000.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ABU MUSA,30/06/2009,15Z,34.0,87%,995.9 Hpa,270º (W ),14.4,0/8,-,-,-,-,36.0,-,"Clear, mist"
ABU MUSA,30/06/2009,12Z,35.0,75%,996.3 Hpa,270º (W ),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,30/06/2009,09Z,35.0,82%,997.9 Hpa,280º (W ),18.0,0/8,-,-,-,-,-,-,"Clear, mist"
ABU MUSA,30/06/2009,06Z,33.0,146%,998.7 Hpa,250º (W ),10.8,0/8,-,-,-,-,-,-,"Clear, mist"
ABU MUSA,30/06/2009,03Z,31.6,100%,997.5 Hpa,160º (S ),10.8,0/8,-,-,-,-,-,30.0,"Clear, fog"
AHAR,30/06/2009,21Z,20.6,54%,1007.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,30/06/2009,18Z,24.8,38%,1007.1 Hpa,120º (SE),10.8,0/8,-,-,-,-,-,-,Clear
AHAR,30/06/2009,15Z,28.8,27%,1007.2 Hpa,120º (SE),14.4,0/8,-,-,-,-,30.6,-,"Clear, haze"
AHAR,30/06/2009,12Z,30.0,26%,1006.4 Hpa,140º (SE),28.8,0/8,-,-,-,-,-,-,Clear
AHAR,30/06/2009,09Z,27.4,32%,1007.8 Hpa,180º (S ),10.8,0/8,-,-,-,-,-,-,Clear
AHAR,30/06/2009,06Z,21.4,45%,1010.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,30/06/2009,03Z,13.6,72%,1011.9 Hpa,calm.,,0/8,-,-,-,-,-,12.2,Clear
AHAR,30/06/2009,00Z,15.2,60%,1012.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,30/06/2009,21Z,37.0,10%,998.2 Hpa,270º (W ),7.4,0/8,-,-,-,-,-,-,"Clear, dust"
AHWAZ,30/06/2009,18Z,41.2,12%,998.6 Hpa,270º (W ),14.4,0/8,-,-,-,-,-,-,"Clear, dust"
AHWAZ,30/06/2009,15Z,46.6,8%,997.4 Hpa,270º (W ),10.8,0/8,-,-,-,-,49.0,-,"Clear, dust"
AHWAZ,30/06/2009,12Z,48.4,7%,998.0 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,"Clear, dust"
AHWAZ,30/06/2009,09Z,45.8,8%,999.6 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,-,"Clear, dust"
AHWAZ,30/06/2009,06Z,36.2,19%,1000.4 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,"Clear, dust"
AHWAZ,30/06/2009,03Z,28.6,31%,999.2 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,28.6,"Clear, dust"
AHWAZ,30/06/2009,00Z,30.6,23%,998.4 Hpa,310º (NW),18.0,0/8,-,-,-,-,-,-,"Clear, dust"
ALI-GOODARZ,30/06/2009,21Z,21.6,23%,1000.0 Hpa,120º (SE),25.2,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,30/06/2009,18Z,26.8,16%,1000.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,30/06/2009,15Z,33.0,11%,1000.3 Hpa,300º (NW),25.2,0/8,-,-,-,-,35.4,-,Clear
ALI-GOODARZ,30/06/2009,12Z,34.6,12%,1000.4 Hpa,330º (NW),10.8,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,30/06/2009,09Z,33.2,15%,1001.1 Hpa,300º (NW),18.0,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,30/06/2009,06Z,26.6,20%,1002.9 Hpa,180º (S ),21.6,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,30/06/2009,03Z,19.0,29%,1002.1 Hpa,150º (SE),28.8,0/8,-,-,-,-,-,16.0,Clear
ALI-GOODARZ,30/06/2009,00Z,16.8,25%,1002.6 Hpa,120º (SE),28.8,0/8,-,-,-,-,-,-,Clear
ANZALI,30/06/2009,21Z,24.6,91%,1009.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,30/06/2009,18Z,25.4,87%,1010.4 Hpa,150º (SE),7.2,0/8,-,-,-,-,-,-,Clear
ANZALI,30/06/2009,15Z,26.6,82%,1010.0 Hpa,090º (E ),18.0,0/8,-,-,-,-,29.0,-,Clear
ANZALI,30/06/2009,12Z,28.4,109%,1010.4 Hpa,030º (NE),10.8,0/8,-,-,-,-,-,-,Clear
ANZALI,30/06/2009,09Z,28.4,67%,1011.7 Hpa,010º (N),10.8,0/8,-,-,-,-,-,-,Clear
ANZALI,30/06/2009,06Z,26.0,126%,1012.2 Hpa,330º (NW),14.4,2/8,2/8 CU,-,-,-,-,-,Few clouds
ANZALI,30/06/2009,03Z,24.2,75%,1012.3 Hpa,300º (NW),7.2,0/8,-,-,-,-,-,23.2,Clear
ANZALI,30/06/2009,00Z,23.2,76%,1011.8 Hpa,240º (SW),7.2,0/8,-,-,-,-,-,-,Clear
ARAK,30/06/2009,21Z,23.6,28%,999.9 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, dust"
ARAK,30/06/2009,18Z,27.2,21%,1001.1 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, dust"
ARAK,30/06/2009,15Z,34.0,14%,998.9 Hpa,060º (NE),21.6,0/8,-,-,-,-,38.6,-,"Clear, dust"
ARAK,30/06/2009,12Z,37.4,6%,998.8 Hpa,300º (NW),10.8,0/8,-,-,-,-,-,-,"Clear, dust"
ARAK,30/06/2009,09Z,34.2,16%,1000.3 Hpa,050º (NE),10.8,0/8,-,-,-,-,-,-,"Clear, dust"
ARAK,30/06/2009,06Z,27.6,24%,1002.9 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, dust"
ARAK,30/06/2009,03Z,21.8,36%,1002.4 Hpa,calm.,,0/8,-,-,-,-,-,18.6,"Clear, haze"
ARAK,30/06/2009,00Z,20.2,37%,1001.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
