Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,16/06/2021,21Z,33.1,20%,999.3 Hpa,300º (NW),25.2,0/8,-,-,-,-,-,-,Clear
ABADAN,16/06/2021,18Z,35.0,20%,999.7 Hpa,290º (W ),18.0,0/8,-,-,-,-,-,-,Clear
ABADAN,16/06/2021,15Z,40.2,13%,998.5 Hpa,300º (NW),25.2,0/8,-,-,-,-,43.9,-,Clear
ABADAN,16/06/2021,12Z,43.6,12%,998.5 Hpa,300º (NW),36.0,0/8,-,-,-,-,-,-,Clear
ABADAN,16/06/2021,09Z,42.4,11%,999.2 Hpa,290º (W ),32.4,0/8,-,-,-,-,-,-,Clear
ABADAN,16/06/2021,06Z,38.5,14%,999.2 Hpa,300º (NW),32.4,0/8,-,-,-,-,-,-,Clear
ABADAN,16/06/2021,03Z,31.2,22%,998.0 Hpa,300º (NW),28.8,0/8,-,-,-,-,-,30.8,"Clear, haze"
ABADAN,16/06/2021,00Z,31.6,27%,996.8 Hpa,300º (NW),28.8,0/8,-,-,-,-,-,-,Clear
ABADEH,16/06/2021,21Z,24.7,16%,995.3 Hpa,250º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,16/06/2021,18Z,29.7,12%,992.8 Hpa,030º (NE),25.2,0/8,-,-,-,-,-,-,Clear
ABADEH,16/06/2021,15Z,33.6,10%,993.7 Hpa,030º (NE),25.2,0/8,-,-,-,-,36.8,-,Clear
ABADEH,16/06/2021,12Z,35.5,10%,992.3 Hpa,360º (N ),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,16/06/2021,09Z,34.4,11%,993.2 Hpa,070º (E ),14.4,0/8,-,-,-,-,-,-,Clear
ABADEH,16/06/2021,06Z,32.1,13%,993.5 Hpa,140º (SE),3.6,0/8,-,-,-,-,-,-,Clear
ABADEH,16/06/2021,03Z,20.1,24%,996.7 Hpa,320º (NW),7.2,0/8,-,-,-,-,-,18.5,Clear
ABADEH,16/06/2021,00Z,20.9,23%,994.5 Hpa,290º (W ),7.2,0/8,-,-,-,-,-,-,Clear
ABU MUSA,16/06/2021,15Z,32.2,75%,996.1 Hpa,270º (W ),18.0,0/8,-,-,-,-,35.6,-,"Clear, haze"
ABU MUSA,16/06/2021,12Z,35.0,76%,996.3 Hpa,260º (W ),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
