Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,01/01/2000,15Z,17.4,61%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ABADEH,01/01/2000,15Z,8.6,33%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
ABADEH,01/01/2000,03Z,-4.0,53%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHAR,01/01/2000,15Z,11.2,32%,-,260º (W ),18.0,0/8,-,-,-,-,-,-,Clear
AHAR,01/01/2000,03Z,8.0,27%,-,300º (NW),28.8,2/8,-,-,-,-,-,-,Few clouds
ANZALI,01/01/2000,00Z,11.0,86%,-,calm.,,7/8,-,-,-,-,-,-,Cloudy
ARAK,01/01/2000,18Z,3.6,62%,1024.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,01/01/2000,18Z,11.2,85%,-,090º (E ),7.2,8/8,-,-,-,-,-,-,Overcast
BUSHEHR,01/01/2000,15Z,18.4,80%,-,340º (N ),21.6,0/8,-,-,-,-,-,-,Clear
CHAHBAHAR,01/01/2000,03Z,16.2,57%,-,070º (E ),14.4,3/8,-,-,-,-,-,-,Scattered clouds
FASA,01/01/2000,15Z,11.0,40%,-,calm.,,0/8,-,-,-,-,-,-,Clear
FASA,01/01/2000,03Z,1.0,50%,-,calm.,,0/8,-,-,-,-,-,-,Clear
GHAZVIN,01/01/2000,15Z,8.0,49%,-,calm.,,0/8,-,-,-,-,-,-,Clear
GHAZVIN,01/01/2000,03Z,1.0,72%,-,calm.,,0/8,-,-,-,-,-,-,Clear
GORGAN,01/01/2000,15Z,7.0,90%,-,calm.,,0/8,-,-,-,-,-,-,Clear
HAMEDAN,01/01/2000,15Z,6.8,45%,-,230º (SW),7.2,0/8,-,-,-,-,-,-,Clear
IRANSHAHR,01/01/2000,15Z,17.0,27%,-,210º (SW),10.8,0/8,-,-,-,-,-,-,Clear
IRANSHAHR,01/01/2000,03Z,7.6,23%,-,010º (N),10.8,1/8,-,-,-,-,-,-,Few clouds
KASHAN,01/01/2000,18Z,6.8,53%,1021.2 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
KERMANSHAH,01/01/2000,03Z,-1.4,69%,-,calm.,,0/8,-,-,-,-,-,-,Clear
KHOY,01/01/2000,15Z,9.6,37%,-,calm.,,0/8,-,-,-,-,-,-,Clear
MAKKO,01/01/2000,15Z,4.6,48%,-,calm.,,3/8,-,-,-,-,-,-,Scattered clouds
MARAGHEH,01/01/2000,03Z,3.2,43%,-,060º (NE),10.8,0/8,-,-,-,-,-,-,Clear
ORUMIEH,01/01/2000,15Z,5.0,67%,-,calm.,,0/8,-,-,-,-,-,-,Clear
RAMSAR,01/01/2000,15Z,11.4,85%,-,180º (S ),7.2,8/8,-,-,-,-,-,-,Overcast
RASHT,01/01/2000,15Z,9.4,94%,-,calm.,,0/8,-,-,-,-,-,-,Clear
SARAB,01/01/2000,03Z,-6.4,91%,-,calm.,,0/8,-,-,-,-,-,-,Clear
SARAVAN,01/01/2000,15Z,13.8,21%,-,calm.,,0/8,-,-,-,-,-,-,Clear
SARAVAN,01/01/2000,03Z,2.6,32%,-,010º (N),14.4,1/8,-,-,-,-,-,-,Few clouds
SEMNAN,01/01/2000,15Z,10.4,51%,-,calm.,,0/8,-,-,-,-,-,-,Clear
SHAHRE-KORD,01/01/2000,15Z,5.2,51%,-,calm.,,0/8,-,-,-,-,-,-,Clear
SHAHRUD,01/01/2000,15Z,8.4,40%,-,calm.,,0/8,-,-,-,-,-,-,Clear
SHIRAZ,01/01/2000,03Z,3.2,40%,-,calm.,,0/8,-,-,-,-,-,-,Clear
TABRIZ,01/01/2000,03Z,0.4,68%,-,060º (NE),10.8,1/8,-,-,-,-,-,-,Few clouds
YAZD,01/01/2000,18Z,7.0,,-,170º (S ),10.8,0/8,-,-,-,-,-,-,Clear
ZABOL,01/01/2000,03Z,5.4,55%,-,320º (NW),18.0,0/8,-,-,-,-,-,-,Clear
ZAHEDAN,01/01/2000,15Z,11.0,29%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ZAHEDAN,01/01/2000,03Z,-2.0,58%,-,calm.,,2/8,-,-,-,-,-,-,Few clouds
