Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,01/06/2021,21Z,33.3,18%,1002.1 Hpa,300º (NW),18.0,0/8,-,-,-,-,-,-,Clear
ABADAN,01/06/2021,18Z,37.1,18%,1001.4 Hpa,320º (NW),25.2,0/8,-,-,-,-,-,-,Clear
ABADAN,01/06/2021,15Z,44.9,9%,1001.0 Hpa,330º (NW),28.8,0/8,-,-,-,-,47.0,-,Clear
ABADAN,01/06/2021,12Z,46.3,8%,1001.5 Hpa,340º (N ),36.0,0/8,-,-,-,-,-,-,Clear
ABADAN,01/06/2021,09Z,44.8,10%,1002.9 Hpa,320º (NW),39.6,0/8,-,-,-,-,-,-,Clear
ABADAN,01/06/2021,06Z,40.1,11%,1003.6 Hpa,320º (NW),32.4,0/8,-,-,-,-,-,-,Clear
ABADAN,01/06/2021,03Z,31.2,25%,1003.5 Hpa,320º (NW),21.6,0/8,-,-,-,-,-,30.9,Clear
ABADAN,01/06/2021,00Z,32.8,18%,1002.8 Hpa,310º (NW),21.6,0/8,-,-,-,-,-,-,Clear
ABADEH,01/06/2021,21Z,20.6,16%,999.7 Hpa,290º (W ),3.6,0/8,-,-,-,-,-,-,Clear
ABADEH,01/06/2021,18Z,25.1,12%,998.3 Hpa,220º (SW),3.6,0/8,-,-,-,-,-,-,Clear
ABADEH,01/06/2021,15Z,31.6,9%,997.6 Hpa,040º (NE),10.8,1/8,-,1/8 AC,-,-,35.2,-,Few clouds
ABADEH,01/06/2021,12Z,34.9,8%,995.0 Hpa,090º (E ),7.2,1/8,-,1/8 AC,-,-,-,-,Few clouds
ABADEH,01/06/2021,09Z,32.6,9%,997.3 Hpa,020º (N),7.2,0/8,-,-,-,-,-,-,Clear
ABADEH,01/06/2021,06Z,28.3,12%,999.4 Hpa,290º (W ),10.8,0/8,-,-,-,-,-,-,Clear
ABADEH,01/06/2021,03Z,17.4,23%,1001.4 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,15.5,Clear
ABADEH,01/06/2021,00Z,17.2,24%,1000.0 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,Clear
ABU MUSA,01/06/2021,15Z,32.2,80%,998.9 Hpa,230º (SW),7.2,0/8,-,-,-,-,35.2,-,"Clear, mist"
ABU MUSA,01/06/2021,12Z,35.0,76%,999.3 Hpa,270º (W ),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,01/06/2021,09Z,34.2,74%,1000.8 Hpa,230º (SW),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
ABU MUSA,01/06/2021,06Z,32.2,89%,1001.7 Hpa,210º (SW),18.0,0/8,-,-,-,-,-,-,"Clear, mist"
ABU MUSA,01/06/2021,03Z,30.8,85%,1000.7 Hpa,200º (S ),18.0,0/8,-,-,-,-,-,30.2,"Clear, mist"
AHAR,01/06/2021,21Z,24.4,15%,1002.1 Hpa,310º (NW),14.4,0/8,-,-,-,-,-,-,Clear
AHAR,01/06/2021,18Z,23.5,18%,1003.2 Hpa,280º (W ),14.4,0/8,-,-,-,-,-,-,Clear
AHAR,01/06/2021,15Z,30.1,9%,1002.8 Hpa,260º (W ),28.8,0/8,-,-,-,-,31.9,-,Clear
