Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,03/06/2001,12Z,47.8,3%,1000.6 Hpa,300º (NW),18.0,0/8,-,-,-,-,-,-,Clear
ABADAN,03/06/2001,09Z,43.2,5%,-,330º (NW),18.0,0/8,-,-,-,-,-,-,Clear
ABADAN,03/06/2001,06Z,34.2,10%,1003.1 Hpa,300º (NW),18.0,0/8,-,-,-,-,-,-,Clear
ABADAN,03/06/2001,03Z,26.8,17%,-,300º (NW),21.6,0/8,-,-,-,-,-,-,Clear
ABADEH,03/06/2001,09Z,30.8,6%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ABADEH,03/06/2001,03Z,15.2,18%,-,340º (N ),7.2,0/8,-,-,-,-,-,-,Clear
ABU MUSA,03/06/2001,06Z,28.6,189%,1004.2 Hpa,210º (SW),14.4,0/8,-,-,-,-,-,-,"Clear, mist"
AHAR,03/06/2001,09Z,29.0,17%,-,290º (W ),18.0,0/8,-,-,-,-,-,-,Clear
AHAR,03/06/2001,03Z,12.4,63%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
AHWAZ,03/06/2001,18Z,36.6,16%,999.8 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, haze"
AHWAZ,03/06/2001,09Z,42.4,11%,-,calm.,,0/8,-,-,-,-,-,-,Clear
AHWAZ,03/06/2001,06Z,34.6,40%,1002.3 Hpa,060º (NE),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,03/06/2001,03Z,26.6,26%,-,120º (SE),10.8,0/8,-,-,-,-,-,-,Clear
AHWAZ,03/06/2001,00Z,29.6,25%,1000.2 Hpa,290º (W ),14.4,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,03/06/2001,09Z,30.0,14%,-,190º (S ),18.0,0/8,-,-,-,-,-,-,Clear
ALI-GOODARZ,03/06/2001,03Z,13.8,29%,-,120º (SE),25.2,0/8,-,-,-,-,-,-,Clear
ANZALI,03/06/2001,18Z,23.6,78%,1018.5 Hpa,330º (NW),18.0,0/8,-,-,-,-,-,-,Clear
ANZALI,03/06/2001,09Z,23.8,90%,-,030º (NE),7.2,0/8,-,-,-,-,-,-,Clear
ANZALI,03/06/2001,06Z,23.4,90%,106 m(1000 Hpa),calm.,,0/8,-,-,-,-,-,-,Clear
ANZALI,03/06/2001,03Z,20.8,94%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,03/06/2001,12Z,33.6,6%,1004.6 Hpa,060º (NE),7.2,1/8,1/8 CU,-,-,-,-,-,Few clouds
ARAK,03/06/2001,09Z,31.4,6%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,03/06/2001,06Z,25.4,17%,1007.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ARAK,03/06/2001,03Z,16.0,35%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ARDEBIL,03/06/2001,09Z,30.6,18%,-,090º (E ),18.0,0/8,-,-,-,-,-,-,Clear
ARDEBIL,03/06/2001,03Z,10.4,70%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,03/06/2001,12Z,28.2,60%,1008.5 Hpa,320º (NW),14.4,0/8,-,-,-,-,-,-,Clear
BABULSAR,03/06/2001,09Z,28.8,58%,-,340º (N ),10.8,0/8,-,-,-,-,-,-,Clear
BABULSAR,03/06/2001,06Z,28.8,53%,1009.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BABULSAR,03/06/2001,03Z,20.4,88%,-,240º (SW),7.2,0/8,-,-,-,-,-,-,Clear
BAFT,03/06/2001,09Z,30.4,11%,-,240º (SW),7.2,1/8,-,-,-,-,-,-,Few clouds
BAFT,03/06/2001,03Z,23.0,17%,-,010º (N),7.2,0/8,-,-,-,-,-,-,Clear
BAM,03/06/2001,09Z,37.2,8%,-,030º (NE),28.8,0/8,-,-,-,-,-,-,Clear
BAM,03/06/2001,03Z,30.0,16%,-,280º (W ),10.8,0/8,-,-,-,-,-,-,Clear
BAM,03/06/2001,00Z,30.0,,-,calm.,,0/8,-,-,-,-,-,-,Clear
BANDAR LENGEH,03/06/2001,09Z,32.0,74%,-,210º (SW),10.8,0/8,-,-,-,-,-,-,Clear
BANDAR LENGEH,03/06/2001,03Z,27.4,68%,-,calm.,,5/8,-,-,-,-,-,-,Cloudy
BANDARABBASS,03/06/2001,18Z,23.4,94%,999.6 Hpa,170º (S ),10.8,0/8,-,-,-,-,-,-,"Clear, haze"
BANDARABBASS,03/06/2001,12Z,38.0,49%,999.0 Hpa,200º (S ),18.0,0/8,-,-,-,-,-,-,"Clear, haze"
BANDARABBASS,03/06/2001,09Z,38.6,35%,-,210º (SW),18.0,0/8,-,-,-,-,-,-,Clear
BANDARABBASS,03/06/2001,06Z,36.4,38%,1003.2 Hpa,210º (SW),7.2,0/8,-,-,-,-,-,-,"Clear, haze"
BANDARABBASS,03/06/2001,03Z,29.0,59%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BIRJAND,03/06/2001,18Z,24.4,18%,1004.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BIRJAND,03/06/2001,12Z,33.8,10%,1003.5 Hpa,350º (N ),14.4,0/8,-,-,-,-,-,-,Clear
BIRJAND,03/06/2001,09Z,33.8,10%,-,250º (W ),10.8,0/8,-,-,-,-,-,-,Clear
BIRJAND,03/06/2001,06Z,28.0,17%,1005.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BIRJAND,03/06/2001,03Z,16.0,31%,-,calm.,,0/8,-,-,-,-,-,-,Clear
BOJNOURD,03/06/2001,06Z,24.2,30%,1010.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
BUSHEHR,03/06/2001,09Z,30.0,82%,-,240º (SW),7.2,0/8,-,-,-,-,-,-,Clear
BUSHEHR,03/06/2001,03Z,26.8,74%,-,calm.,,0/8,-,-,-,-,-,-,Clear
CHAHBAHAR,03/06/2001,09Z,33.2,76%,-,160º (S ),21.6,0/8,-,-,-,-,-,-,Clear
CHAHBAHAR,03/06/2001,03Z,31.4,80%,-,070º (E ),10.8,3/8,-,-,-,-,-,-,Scattered clouds
ESFAHAN,03/06/2001,18Z,24.8,15%,1002.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ESFAHAN,03/06/2001,09Z,32.6,12%,-,090º (E ),10.8,0/8,-,-,-,-,-,-,Clear
ESFAHAN,03/06/2001,06Z,28.8,15%,1005.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ESFAHAN,03/06/2001,03Z,18.2,21%,-,calm.,,0/8,-,-,-,-,-,-,Clear
FASA,03/06/2001,09Z,37.8,15%,-,250º (W ),7.2,0/8,-,-,-,-,-,-,Clear
FASA,03/06/2001,03Z,20.4,32%,-,calm.,,0/8,-,-,-,-,-,-,Clear
FERDOUS,03/06/2001,06Z,28.8,17%,1005.4 Hpa,360º (N ),10.8,0/8,-,-,-,-,-,-,Clear
GACH SARAN DU GUNBADAN,03/06/2001,06Z,39.4,5%,1000.2 Hpa,120º (SE),18.0,0/8,-,-,-,-,-,-,Clear
GHARAKHIL,03/06/2001,06Z,27.0,57%,1009.7 Hpa,030º (NE),3.6,0/8,-,-,-,-,-,-,Clear
GHAZVIN,03/06/2001,09Z,33.2,10%,-,150º (SE),28.8,0/8,-,-,-,-,-,-,Clear
GHAZVIN,03/06/2001,03Z,17.8,41%,-,calm.,,0/8,-,-,-,-,-,-,Clear
GHUCHAN,03/06/2001,09Z,29.4,26%,-,120º (SE),7.2,0/8,-,-,-,-,-,-,Clear
GHUCHAN,03/06/2001,03Z,14.6,57%,-,calm.,,0/8,-,-,-,-,-,-,Clear
GORGAN,03/06/2001,09Z,35.6,19%,-,090º (E ),10.8,0/8,-,-,-,-,-,-,Clear
GORGAN,03/06/2001,06Z,30.0,36%,1010.4 Hpa,360º (N ),3.6,0/8,-,-,-,-,-,-,Clear
GORGAN,03/06/2001,03Z,22.6,46%,-,180º (S ),14.4,0/8,-,-,-,-,-,-,Clear
HAMEDAN,03/06/2001,12Z,33.0,31%,1006.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
HAMEDAN,03/06/2001,06Z,21.4,52%,1008.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
HAMEDAN,03/06/2001,03Z,11.6,82%,-,calm.,,0/8,-,-,-,-,-,-,Clear
ILAM,03/06/2001,06Z,31.8,15%,1003.0 Hpa,500º (N ),18.0,0/8,-,-,-,-,-,-,Clear
IRANSHAHR,03/06/2001,09Z,44.4,9%,997.4 Hpa,300º (NW),18.0,0/8,-,-,-,-,-,-,"Clear, dust"
JASK,03/06/2001,06Z,32.2,25%,1002.1 Hpa,110º (E ),18.0,2/8,2/8 ST,-,-,-,-,-,"Few clouds, mist"
KASHAN,03/06/2001,12Z,39.4,14%,1004.3 Hpa,340º (N ),10.8,0/8,-,-,-,-,-,-,Clear
KASHAN,03/06/2001,09Z,36.0,18%,-,calm.,,0/8,-,-,-,-,-,-,Clear
KASHAN,03/06/2001,06Z,29.4,23%,1008.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
KASHAN,03/06/2001,03Z,23.0,32%,-,calm.,,0/8,-,-,-,-,-,-,Clear
KASHMAR,03/06/2001,09Z,32.8,16%,-,160º (S ),7.2,0/8,-,-,-,-,-,-,Clear
KASHMAR,03/06/2001,03Z,21.4,26%,-,calm.,,0/8,-,-,-,-,-,-,Clear
KERMAN,03/06/2001,18Z,27.0,12%,1002.0 Hpa,330º (NW),14.4,0/8,-,-,-,-,-,-,Clear
KERMAN,03/06/2001,09Z,32.8,15%,-,280º (W ),10.8,0/8,-,-,-,-,-,-,Clear
KERMAN,03/06/2001,06Z,28.0,17%,1005.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
KERMAN,03/06/2001,03Z,19.6,23%,-,210º (SW),7.2,0/8,-,-,-,-,-,-,Clear
KERMANSHAH,03/06/2001,18Z,27.6,22%,1003.5 Hpa,310º (NW),7.2,0/8,-,-,-,-,-,-,Clear
KERMANSHAH,03/06/2001,09Z,35.7,20%,-,340º (N ),7.2,0/8,-,-,-,-,-,-,Clear
KERMANSHAH,03/06/2001,06Z,28.1,26%,1007.6 Hpa,130º (SE),14.4,0/8,-,-,-,-,-,-,Clear
KERMANSHAH,03/06/2001,03Z,12.8,43%,-,calm.,,0/8,-,-,-,-,-,-,Clear
KHARG,03/06/2001,06Z,36.1,16%,-,280º (W ),7.2,0/8,-,-,-,-,42.5,-,Clear
KHOR,03/06/2001,09Z,35.6,11%,-,calm.,,0/8,-,-,-,-,-,-,Clear
KHOR,03/06/2001,03Z,24.2,19%,-,calm.,,0/8,-,-,-,-,-,-,Clear
KHORRAM ABAD,03/06/2001,09Z,35.8,12%,-,calm.,,0/8,-,-,-,-,-,-,Clear
KHORRAM ABAD,03/06/2001,03Z,17.4,38%,-,calm.,,0/8,-,-,-,-,-,-,Clear
KHOY,03/06/2001,18Z,26.8,17%,1007.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
KHOY,03/06/2001,12Z,34.4,8%,1005.9 Hpa,270º (W ),21.6,0/8,-,-,-,-,-,-,Clear
KHOY,03/06/2001,09Z,31.4,12%,-,180º (S ),7.2,0/8,-,-,-,-,-,-,Clear
KHOY,03/06/2001,06Z,25.2,33%,1009.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
KHOY,03/06/2001,03Z,15.0,54%,-,calm.,,0/8,-,-,-,-,-,-,Clear
MAKKO,03/06/2001,09Z,27.2,16%,-,110º (E ),7.2,0/8,-,-,-,-,-,-,Clear
MAKKO,03/06/2001,03Z,16.8,41%,-,calm.,,0/8,-,-,-,-,-,-,Clear
MARAGHEH,03/06/2001,09Z,27.8,16%,-,220º (SW),21.6,0/8,-,-,-,-,-,-,Clear
MARAGHEH,03/06/2001,03Z,16.4,23%,-,calm.,,0/8,-,-,-,-,-,-,Clear
MASHHAD,03/06/2001,09Z,30.0,20%,-,170º (S ),18.0,0/8,-,-,-,-,-,-,Clear
MASHHAD,03/06/2001,06Z,25.8,26%,1013.5 Hpa,150º (SE),10.8,0/8,-,-,-,-,-,-,Clear
MASHHAD,03/06/2001,03Z,23.0,34%,-,calm.,,0/8,-,-,-,-,-,-,Clear
MASJED-SOLEYMAN,03/06/2001,06Z,38.4,8%,1000.8 Hpa,150º (SE),14.4,0/8,-,-,-,-,-,-,Clear
MOHABAD,03/06/2001,06Z,24.8,24%,1013.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
NEHBANDAN,03/06/2001,09Z,36.4,9%,-,calm.,,0/8,-,-,-,-,-,-,Clear
NEHBANDAN,03/06/2001,03Z,21.6,31%,-,calm.,,0/8,-,-,-,-,-,-,Clear
NOSHAHR,03/06/2001,06Z,24.0,75%,1010.1 Hpa,030º (NE),7.2,0/8,-,-,-,-,-,-,Clear
OMIDYEH-AGHAJARI,03/06/2001,06Z,36.4,25%,1003.9 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ORUMIEH,03/06/2001,18Z,20.6,43%,1006.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ORUMIEH,03/06/2001,12Z,30.2,15%,1008.3 Hpa,150º (SE),25.2,1/8,1/8 CU,-,-,-,-,-,Few clouds
ORUMIEH,03/06/2001,09Z,29.0,19%,-,120º (SE),10.8,0/8,-,-,-,-,-,-,Clear
ORUMIEH,03/06/2001,06Z,25.6,25%,1009.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
ORUMIEH,03/06/2001,03Z,16.6,52%,-,240º (SW),7.2,0/8,-,-,-,-,-,-,Clear
PARS ABAD MOGHAN,03/06/2001,06Z,21.4,77%,1004.7 Hpa,calm.,,5/8,-,5/8 AC,-,-,-,-,Cloudy
RAMSAR,03/06/2001,18Z,23.6,62%,1016.5 Hpa,280º (W ),25.2,2/8,2/8 SC,-,-,-,-,-,Few clouds
RAMSAR,03/06/2001,09Z,24.2,78%,-,060º (NE),14.4,0/8,-,-,-,-,-,-,Clear
RAMSAR,03/06/2001,06Z,23.6,70%,1009.9 Hpa,070º (E ),10.8,0/8,-,-,-,-,-,-,Clear
RAMSAR,03/06/2001,03Z,20.0,77%,-,calm.,,0/8,-,-,-,-,-,-,Clear
RASHT,03/06/2001,09Z,29.0,58%,-,360º (N ),7.2,0/8,-,-,-,-,-,-,Clear
RASHT,03/06/2001,03Z,18.4,100%,-,calm.,,,-,-,-,-,-,-,-
SABZEVAR,03/06/2001,18Z,30.4,19%,1007.9 Hpa,340º (N ),18.0,0/8,-,-,-,-,-,-,Clear
SABZEVAR,03/06/2001,12Z,36.0,11%,1007.4 Hpa,310º (NW),10.8,0/8,-,-,-,-,-,-,Clear
SABZEVAR,03/06/2001,09Z,34.2,11%,-,110º (E ),10.8,0/8,-,-,-,-,-,-,Clear
SABZEVAR,03/06/2001,06Z,28.2,17%,1012.2 Hpa,090º (E ),25.2,0/8,-,-,-,-,-,-,Clear
SABZEVAR,03/06/2001,03Z,22.4,25%,-,060º (NE),18.0,0/8,-,-,-,-,-,-,Clear
SABZEVAR,03/06/2001,00Z,25.0,16%,1009.2 Hpa,330º (NW),7.2,0/8,-,-,-,-,-,-,Clear
SAFI-ABAD DEZFUL,03/06/2001,06Z,33.6,23%,1003.2 Hpa,090º (E ),14.4,0/8,-,-,-,-,-,-,Clear
SAGHEZ,03/06/2001,06Z,23.0,27%,1010.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
SANANDAJ,03/06/2001,09Z,32.8,8%,-,calm.,,0/8,-,-,-,-,-,-,Clear
SANANDAJ,03/06/2001,03Z,11.0,47%,-,calm.,,0/8,-,-,-,-,-,-,Clear
SARAB,03/06/2001,09Z,27.0,14%,-,200º (S ),10.8,0/8,-,-,-,-,-,-,Clear
SARAB,03/06/2001,03Z,8.8,65%,-,calm.,,0/8,-,-,-,-,-,-,Clear
SARAKHS,03/06/2001,06Z,30.4,16%,1011.4 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
SARAVAN,03/06/2001,09Z,37.8,6%,999.1 Hpa,030º (NE),21.6,0/8,-,-,-,-,-,-,"Clear, haze"
SARAVAN,03/06/2001,03Z,27.0,17%,-,310º (NW),10.8,0/8,-,-,-,-,-,-,Clear
SEMNAN,03/06/2001,09Z,34.0,12%,-,calm.,,0/8,-,-,-,-,-,-,Clear
SEMNAN,03/06/2001,03Z,27.0,14%,-,calm.,,0/8,-,-,-,-,-,-,Clear
SHAHRE-KORD,03/06/2001,09Z,29.6,12%,-,calm.,,0/8,-,-,-,-,-,-,Clear
SHAHRE-KORD,03/06/2001,03Z,12.8,39%,-,calm.,,0/8,-,-,-,-,-,-,Clear
SHAHRUD,03/06/2001,18Z,25.6,19%,1007.4 Hpa,600º (N ),18.0,0/8,-,-,-,-,-,-,Clear
SHAHRUD,03/06/2001,12Z,33.0,7%,1007.0 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
SHAHRUD,03/06/2001,09Z,31.0,12%,-,220º (SW),7.2,0/8,-,-,-,-,-,-,Clear
SHAHRUD,03/06/2001,06Z,26.6,12%,1009.8 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
SHAHRUD,03/06/2001,03Z,20.6,23%,-,calm.,,0/8,-,-,-,-,-,-,Clear
SHIRAZ,03/06/2001,18Z,29.2,19%,999.3 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
SHIRAZ,03/06/2001,09Z,35.0,10%,-,150º (SE),7.2,0/8,-,-,-,-,-,-,Clear
SHIRAZ,03/06/2001,06Z,31.8,14%,1002.8 Hpa,020º (N),7.2,0/8,-,-,-,-,-,-,Clear
SHIRAZ,03/06/2001,03Z,21.8,28%,-,300º (NW),10.8,0/8,-,-,-,-,-,-,Clear
SIRI ISLAND,03/06/2001,06Z,29.0,82%,-,240º (SW),14.4,2/8,-,-,-,-,-,-,Few clouds
SIRJAN,03/06/2001,09Z,33.8,13%,-,calm.,,0/8,-,-,-,-,-,-,Clear
