Station ∆,Date,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
ABADAN,01/06/2006,12Z,45.8,9%,999.8 Hpa,270º (W ),7.2,0/8,-,-,-,-,-,-,Clear
AHWAZ,01/06/2006,12Z,46.4,8%,999.1 Hpa,250º (W ),10.8,0/8,-,-,-,-,-,-,Clear
ANZALI,01/06/2006,12Z,24.2,84%,-,010º (N),10.8,0/8,-,-,-,-,-,-,Clear
ARAK,01/06/2006,12Z,31.6,24%,-,030º (NE),10.8,1/8,-,-,-,-,-,-,Few clouds
BABULSAR,01/06/2006,12Z,28.8,45%,-,300º (NW),21.6,1/8,-,-,-,-,-,-,Few clouds
BANDARABBASS,01/06/2006,12Z,42.4,13%,996.9 Hpa,180º (S ),25.2,1/8,-,1/8 AC,-,-,-,-,"Few clouds, haze"
BIRJAND,01/06/2006,12Z,28.2,16%,-,030º (NE),18.0,0/8,-,-,-,-,-,-,Clear
ESFAHAN,01/06/2006,12Z,32.0,11%,-,320º (NW),7.2,1/8,-,-,-,-,-,-,Few clouds
HAMEDAN,01/06/2006,12Z,32.4,16%,-,calm.,,1/8,-,-,-,-,-,-,Few clouds
KASHAN,01/06/2006,12Z,36.8,12%,-,calm.,,0/8,-,-,-,-,-,-,Clear
KERMAN,01/06/2006,12Z,31.4,8%,-,360º (N ),21.6,1/8,-,-,-,-,-,-,Few clouds
KERMANSHAH,01/06/2006,12Z,37.4,6%,-,170º (S ),18.0,1/8,-,-,-,-,-,-,Few clouds
KHOY,01/06/2006,12Z,13.4,71%,-,040º (NE),7.2,1/8,-,-,-,-,-,-,Few clouds
MASHHAD,01/06/2006,12Z,30.2,19%,-,060º (NE),28.8,1/8,-,-,-,-,-,-,Few clouds
ORUMIEH,01/06/2006,12Z,30.8,29%,-,150º (SE),7.2,3/8,-,-,-,-,-,-,Scattered clouds
RAMSAR,01/06/2006,12Z,24.6,78%,-,030º (NE),10.8,0/8,-,-,-,-,-,-,Clear
SABZEVAR,01/06/2006,12Z,32.4,19%,-,090º (E ),18.0,1/8,-,-,-,-,-,-,Few clouds
SHAHRUD,01/06/2006,12Z,29.0,15%,-,050º (NE),21.6,0/8,-,-,-,-,-,-,Clear
SHIRAZ,01/06/2006,12Z,35.6,11%,999.9 Hpa,180º (S ),7.2,2/8,2/8 CU,-,-,-,-,-,Few clouds
TABRIZ,01/06/2006,12Z,32.0,16%,-,050º (NE),10.8,2/8,-,-,-,-,-,-,Few clouds
TEHRAN-MEHRABAD,01/06/2006,12Z,33.4,18%,1005.0 Hpa,200º (S ),14.4,1/8,1/8 CU,-,-,-,-,-,Few clouds
TEHRAN-MEHRABAD,01/06/2006,00Z,25.0,31%,1005.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
TORBAT-HEYDARIEH,01/06/2006,12Z,26.6,23%,-,030º (NE),36.0,0/8,-,-,-,-,-,-,Clear
YAZD,01/06/2006,12Z,35.6,7%,-,320º (NW),25.2,1/8,-,-,-,-,-,-,Few clouds
ZAHEDAN,01/06/2006,12Z,32.5,7%,-,030º (NE),18.0,0/8,-,-,-,-,-,-,Clear
ZANJAN,01/06/2006,12Z,28.6,24%,-,040º (NE),14.4,1/8,-,-,-,-,-,-,Few clouds
