Station ∆,Date,Ave. T. (ºC),Max. T. (ºC),Min. T. (ºC),Prec. (mm),S.L.Press./ Gheopot.,Wind dir,Wind sp. (Km/h),Cloud c.,Snow depth (cm),Insolat. (hours)
TABRIZ,28/01/2011,4.4,9.8,-1.0,Tr,1018.4 Hpa,286º(W),9,6/8,-,1.3
TABRIZ,27/01/2011,2.8,9.8,-4.2,0.0,1020.2 Hpa,80º(E),9,5/8,-,4.3
TABRIZ,26/01/2011,-0.4,5.0,-5.8,0.1,1022.1 Hpa,63º(NE),7,6/8,less than 0.5 cm,6.5
TABRIZ,25/01/2011,-1.6,5.2,-8.4,0.0,1026.4 Hpa,51º(NE),11,4/8,-,1.8
TABRIZ,24/01/2011,-3.6,3.8,-11.0,0.0,1031.5 Hpa,77º(E),9,4/8,-,7.5
TABRIZ,23/01/2011,-4.4,1.6,-10.4,0.0,1032.5 Hpa,57º(NE),8,4/8,-,6.8
TABRIZ,22/01/2011,-4.4,2.2,-11.0,0.0,1033.9 Hpa,64º(NE),9,2/8,-,4.5
TABRIZ,21/01/2011,-3.8,2.0,-9.6,0.0,1032.2 Hpa,87º(E),7,1/8,-,8.1
TABRIZ,20/01/2011,-4.3,-0.6,-8.0,0.0,1029.4 Hpa,337º(NW),7,6/8,-,8.4
TABRIZ,19/01/2011,-3.8,-0.6,-7.0,0.1,1025.6 Hpa,319º(NW),8,6/8,-,5.9
TABRIZ,18/01/2011,-3.2,0.0,-6.4,0.1,1027.8 Hpa,266º(W),8,7/8,-,3.9
TABRIZ,17/01/2011,-1.9,-0.2,-3.6,Tr,1028.2 Hpa,292º(W),7,8/8,-,3.0
TABRIZ,16/01/2011,-1.2,2.4,-4.8,0.5,1022.5 Hpa,288º(W),8,7/8,1,0.0
TABRIZ,15/01/2011,-5.6,-1.0,-10.2,0.3,1022.3 Hpa,94º(E),6,7/8,-,2.8
TABRIZ,14/01/2011,-5.6,0.4,-11.6,0.0,1028.3 Hpa,99º(E),11,4/8,-,0.0
TABRIZ,13/01/2011,-5.0,1.0,-11.0,0.0,1030.8 Hpa,96º(E),8,2/8,-,7.1
TABRIZ,12/01/2011,-1.9,2.2,-6.0,0.0,1030.2 Hpa,71º(E),7,2/8,-,7.1
TABRIZ,11/01/2011,-0.8,1.2,-2.8,0.0,1027.4 Hpa,86º(E),16,7/8,-,-
TABRIZ,10/01/2011,-0.1,1.4,-1.6,0.0,1025.0 Hpa,75º(E),17,7/8,-,4.0
TABRIZ,09/01/2011,1.2,4.4,-2.0,Tr,1020.5 Hpa,71º(E),16,8/8,-,-
TABRIZ,08/01/2011,3.9,8.2,-0.4,0.0,1023.7 Hpa,260º(W),5,6/8,-,0.0
TABRIZ,07/01/2011,2.8,7.2,-1.6,0.0,1027.2 Hpa,94º(E),5,6/8,-,2.4
TABRIZ,06/01/2011,1.6,4.2,-1.0,0.1,1026.3 Hpa,335º(NW),3,7/8,less than 0.5 cm,1.5
TABRIZ,05/01/2011,1.0,5.2,-3.2,Tr,1022.3 Hpa,282º(W),6,7/8,-,-
TABRIZ,04/01/2011,-2.5,2.2,-7.2,Tr,1025.6 Hpa,52º(NE),9,5/8,-,0.8
TABRIZ,03/01/2011,-0.5,5.2,-6.2,0.0,1026.6 Hpa,41º(NE),9,3/8,-,0.5
TABRIZ,02/01/2011,0.9,5.2,-3.4,0.0,1024.0 Hpa,276º(W),7,4/8,-,6.5
TABRIZ,01/01/2011,5.0,8.4,1.6,0.1,1015.6 Hpa,291º(W),17,6/8,-,7.0
TEHRAN-MEHRABAD,31/01/2011,8.8,11.6,6.0,3.2,1008.9 Hpa,81º(E),8,7/8,-,0.5
TEHRAN-MEHRABAD,30/01/2011,8.3,12.6,4.0,4.0,1012.4 Hpa,71º(E),11,6/8,-,0.0
TEHRAN-MEHRABAD,29/01/2011,6.8,10.8,2.8,7.2,1015.0 Hpa,345º(N),6,7/8,-,6.2
TEHRAN-MEHRABAD,28/01/2011,7.8,12.0,3.6,0.0,1017.2 Hpa,285º(W),16,2/8,-,0.2
TEHRAN-MEHRABAD,27/01/2011,6.7,12.0,1.4,0.0,1018.5 Hpa,257º(W),9,4/8,-,8.4
TEHRAN-MEHRABAD,26/01/2011,6.8,11.0,2.6,4.4,1018.9 Hpa,208º(SW),7,7/8,-,6.9
TEHRAN-MEHRABAD,25/01/2011,3.9,9.0,-1.2,0.0,1022.1 Hpa,240º(SW),3,5/8,-,1.4
TEHRAN-MEHRABAD,24/01/2011,4.1,8.2,0.0,0.0,1024.2 Hpa,283º(W),5,0/8,-,4.3
TEHRAN-MEHRABAD,23/01/2011,2.8,7.0,-1.4,0.0,1026.2 Hpa,263º(W),3,1/8,-,9.1
TEHRAN-MEHRABAD,22/01/2011,2.7,6.8,-1.4,0.0,1026.4 Hpa,240º(SW),6,0/8,-,8.0
TEHRAN-MEHRABAD,21/01/2011,2.3,6.6,-2.0,0.0,1025.4 Hpa,265º(W),3,0/8,-,9.0
TEHRAN-MEHRABAD,20/01/2011,2.1,6.2,-2.0,0.0,1022.0 Hpa,224º(SW),3,0/8,1,8.4
TEHRAN-MEHRABAD,19/01/2011,2.1,5.2,-1.0,0.0,1019.0 Hpa,264º(W),5,1/8,-,8.8
TEHRAN-MEHRABAD,18/01/2011,1.4,5.0,-2.2,0.0,1022.9 Hpa,270º(W),5,2/8,2,8.3
TEHRAN-MEHRABAD,17/01/2011,0.3,4.6,-4.0,0.0,1024.1 Hpa,259º(W),5,2/8,6,5.7
TEHRAN-MEHRABAD,16/01/2011,0.0,1.8,-1.8,0.5,1018.5 Hpa,282º(W),5,7/8,12,6.5
TEHRAN-MEHRABAD,15/01/2011,0.9,3.2,-1.4,11.0,1019.3 Hpa,167º(S),8,7/8,-,0.0
TEHRAN-MEHRABAD,14/01/2011,0.9,4.8,-3.0,0.0,1023.8 Hpa,262º(W),5,2/8,-,0.0
TEHRAN-MEHRABAD,13/01/2011,0.7,4.6,-3.2,0.0,1026.0 Hpa,257º(W),9,1/8,-,8.7
TEHRAN-MEHRABAD,12/01/2011,1.8,4.0,-0.4,0.0,1023.5 Hpa,270º(W),10,5/8,-,9.3
TEHRAN-MEHRABAD,11/01/2011,2.1,6.2,-2.0,0.0,1023.3 Hpa,287º(W),8,6/8,-,0.0
TEHRAN-MEHRABAD,10/01/2011,2.5,4.8,0.2,5.1,1020.0 Hpa,273º(W),14,5/8,-,1.3
TEHRAN-MEHRABAD,09/01/2011,3.9,5.4,2.3,14.0,1020.1 Hpa,126º(SE),12,8/8,-,3.8
TEHRAN-MEHRABAD,08/01/2011,7.2,9.6,4.8,0.0,1022.2 Hpa,149º(SE),7,7/8,-,0.0
TEHRAN-MEHRABAD,07/01/2011,6.7,10.4,3.0,0.0,1024.8 Hpa,170º(S),4,2/8,-,0.4
TEHRAN-MEHRABAD,06/01/2011,6.2,10.8,1.6,0.0,1021.4 Hpa,184º(S),6,3/8,-,7.1
TEHRAN-MEHRABAD,05/01/2011,6.0,10.0,2.0,2.2,1017.1 Hpa,296º(NW),8,7/8,-,5.7
TEHRAN-MEHRABAD,04/01/2011,6.8,12.2,1.4,6.0,1020.1 Hpa,241º(SW),5,5/8,-,0.3
TEHRAN-MEHRABAD,03/01/2011,5.9,10.4,1.4,0.0,1019.9 Hpa,267º(W),7,0/8,-,7.0
TEHRAN-MEHRABAD,02/01/2011,8.8,13.0,4.6,0.0,1016.4 Hpa,292º(W),16,1/8,-,9.2
TEHRAN-MEHRABAD,01/01/2011,9.1,13.4,4.8,0.0,1015.1 Hpa,237º(SW),6,5/8,-,9.0
TORBAT-HEYDARIEH,31/01/2011,5.4,13.0,-2.2,Tr,1013.9 Hpa,251º(W),11,5/8,-,1.8
TORBAT-HEYDARIEH,30/01/2011,3.7,8.8,-1.4,Tr,1016.8 Hpa,310º(NW),1,5/8,-,3.3
TORBAT-HEYDARIEH,29/01/2011,5.4,10.4,0.4,0.0,1016.1 Hpa,277º(W),6,2/8,-,0.0
TORBAT-HEYDARIEH,28/01/2011,4.9,11.6,-1.8,0.0,1017.7 Hpa,300º(NW),10,3/8,-,8.1
TORBAT-HEYDARIEH,27/01/2011,3.5,8.0,-1.0,0.0,1019.8 Hpa,288º(W),6,4/8,-,7.0
TORBAT-HEYDARIEH,26/01/2011,3.3,12.0,-5.4,0.0,1021.9 Hpa,132º(SE),4,2/8,-,0.0
TORBAT-HEYDARIEH,25/01/2011,1.3,8.6,-6.0,0.0,1023.8 Hpa,287º(W),7,0/8,-,9.1
TORBAT-HEYDARIEH,24/01/2011,1.6,8.0,-4.8,0.0,1024.8 Hpa,291º(W),6,1/8,impossible measuring,8.7
TORBAT-HEYDARIEH,23/01/2011,1.1,7.4,-5.2,0.0,1026.4 Hpa,303º(NW),5,1/8,1,8.8
TORBAT-HEYDARIEH,22/01/2011,0.7,6.8,-5.4,0.0,1025.8 Hpa,270º(W),5,0/8,1,8.9
TORBAT-HEYDARIEH,21/01/2011,0.8,7.0,-5.3,0.0,1024.8 Hpa,323º(NW),6,1/8,2,9.2
TORBAT-HEYDARIEH,20/01/2011,1.8,6.8,-3.2,0.0,1019.8 Hpa,268º(W),5,3/8,2,7.0
TORBAT-HEYDARIEH,19/01/2011,0.5,8.2,-7.2,0.0,1018.2 Hpa,312º(NW),7,3/8,2,8.1
TORBAT-HEYDARIEH,18/01/2011,-0.8,6.8,-8.4,0.0,1023.8 Hpa,300º(NW),4,0/8,2,7.9
TORBAT-HEYDARIEH,17/01/2011,0.4,5.4,-4.6,0.0,1022.3 Hpa,332º(NW),9,2/8,4,9.1
TORBAT-HEYDARIEH,16/01/2011,0.8,4.6,-3.0,2.4,1017.4 Hpa,341º(N),9,5/8,5,8.2
TORBAT-HEYDARIEH,15/01/2011,-3.3,4.2,-10.8,0.0,1023.5 Hpa,19º(N),2,3/8,3,2.6
TORBAT-HEYDARIEH,14/01/2011,-3.9,4.8,-12.6,0.0,1027.3 Hpa,303º(NW),8,1/8,3,6.2
TORBAT-HEYDARIEH,13/01/2011,-2.0,2.0,-6.0,0.0,1025.0 Hpa,291º(W),9,2/8,4,9.1
TORBAT-HEYDARIEH,12/01/2011,-3.9,1.6,-9.4,0.0,1023.6 Hpa,5º(N),12,3/8,5,7.8
TORBAT-HEYDARIEH,11/01/2011,-2.0,1.8,-5.8,0.0,1023.6 Hpa,71º(E),6,4/8,7,5.7
TORBAT-HEYDARIEH,10/01/2011,0.2,1.8,-1.4,14.0,1017.9 Hpa,87º(E),9,8/8,4,2.8
TORBAT-HEYDARIEH,09/01/2011,-0.4,6.8,-7.6,0.0,1023.5 Hpa,59º(NE),6,5/8,-,0.0
TORBAT-HEYDARIEH,08/01/2011,0.9,8.6,-6.8,0.0,1025.6 Hpa,358º(N),5,0/8,-,6.0
TORBAT-HEYDARIEH,07/01/2011,5.2,8.0,2.4,0.0,1024.5 Hpa,20º(N),10,2/8,-,9.0
TORBAT-HEYDARIEH,06/01/2011,5.9,10.8,1.0,Tr,1019.8 Hpa,126º(SE),6,6/8,-,8.8
TORBAT-HEYDARIEH,05/01/2011,1.6,9.0,-5.8,0.0,1021.1 Hpa,19º(N),3,4/8,-,3.6
TORBAT-HEYDARIEH,04/01/2011,0.7,8.8,-7.4,0.0,1024.0 Hpa,310º(NW),6,0/8,-,2.2
TORBAT-HEYDARIEH,03/01/2011,4.5,8.4,0.6,Tr,1020.3 Hpa,350º(N),7,2/8,-,8.9
TORBAT-HEYDARIEH,02/01/2011,4.9,13.4,-3.6,0.0,1017.8 Hpa,102º(E),9,3/8,-,4.8
TORBAT-HEYDARIEH,01/01/2011,6.4,14.2,-1.4,0.0,1016.3 Hpa,309º(NW),8,2/8,-,7.0
YASOGE,31/01/2011,4.8,6.5,3.0,68.0,1014.2 Hpa,97º(E),9,8/8,-,2.1
YASOGE,30/01/2011,6.5,12.0,1.0,2.0,1016.3 Hpa,160º(S),5,6/8,-,0.0
YASOGE,29/01/2011,5.4,12.0,-1.2,0.0,1018.5 Hpa,194º(S),4,3/8,-,3.4
YASOGE,28/01/2011,6.0,11.0,1.0,0.0,1019.9 Hpa,109º(E),5,2/8,-,7.8
YASOGE,27/01/2011,4.2,8.0,0.4,24.2,1022.0 Hpa,138º(SE),6,8/8,2,9.3
YASOGE,26/01/2011,5.8,10.0,1.6,20.9,1019.4 Hpa,141º(SE),8,7/8,-,1.4
YASOGE,25/01/2011,2.6,12.0,-6.8,0.0,1024.2 Hpa,170º(S),6,3/8,-,0.6
YASOGE,24/01/2011,2.0,9.0,-5.0,0.0,1025.5 Hpa,124º(SE),4,0/8,-,7.8
YASOGE,23/01/2011,2.0,8.8,-4.8,0.0,1024.6 Hpa,130º(SE),6,0/8,-,9.2
YASOGE,22/01/2011,2.2,9.5,-5.0,0.0,1024.1 Hpa,140º(SE),4,0/8,-,9.4
YASOGE,21/01/2011,2.5,8.4,-3.4,0.0,1022.7 Hpa,159º(S),6,1/8,-,8.8
YASOGE,20/01/2011,4.3,8.4,0.2,0.0,1018.9 Hpa,166º(S),6,4/8,-,8.4
YASOGE,19/01/2011,2.6,5.2,0.0,16.9,1016.4 Hpa,65º(NE),2,7/8,8,6.5
YASOGE,18/01/2011,1.9,9.8,-6.0,0.0,1019.9 Hpa,151º(SE),7,3/8,-,1.1
YASOGE,17/01/2011,2.1,8.0,-3.8,0.0,1021.7 Hpa,124º(SE),4,0/8,-,8.3
YASOGE,16/01/2011,3.9,7.4,0.4,0.7,1018.2 Hpa,143º(SE),10,5/8,-,8.1
YASOGE,15/01/2011,3.2,5.8,0.6,44.2,1017.3 Hpa,119º(SE),6,8/8,-,2.6
YASOGE,14/01/2011,2.1,10.5,-6.2,0.0,1021.3 Hpa,124º(SE),5,4/8,-,0.0
YASOGE,13/01/2011,0.5,7.0,-6.0,0.0,1020.9 Hpa,330º(NW),1,0/8,-,7.9
YASOGE,12/01/2011,2.2,8.2,-3.8,0.0,1017.9 Hpa,161º(S),5,0/8,-,9.5
YASOGE,11/01/2011,3.9,10.4,-2.6,0.0,1018.4 Hpa,123º(SE),7,0/8,-,8.5
YASOGE,10/01/2011,5.8,9.5,2.0,3.0,1017.2 Hpa,141º(SE),5,2/8,-,9.4
YASOGE,09/01/2011,6.4,8.0,4.8,14.7,1016.9 Hpa,221º(SW),7,8/8,-,8.2
YASOGE,08/01/2011,4.2,7.0,1.4,24.9,1020.1 Hpa,160º(S),5,8/8,-,0.0
YASOGE,07/01/2011,8.9,16.0,1.8,3.0,1019.5 Hpa,113º(SE),5,3/8,-,0.0
YASOGE,06/01/2011,9.2,13.5,5.0,0.2,1017.7 Hpa,161º(S),4,6/8,-,8.8
YASOGE,05/01/2011,7.7,15.0,0.4,2.2,1017.7 Hpa,177º(S),4,6/8,-,4.8
YASOGE,04/01/2011,6.5,16.5,-3.6,0.0,1020.3 Hpa,165º(S),4,1/8,-,3.2
YASOGE,03/01/2011,6.4,15.6,-2.8,0.0,1019.1 Hpa,155º(SE),3,0/8,-,8.6
YASOGE,02/01/2011,6.3,15.2,-2.6,0.0,1018.6 Hpa,167º(S),4,1/8,-,9.5
YASOGE,01/01/2011,8.6,13.6,3.6,0.0,1017.1 Hpa,233º(SW),6,3/8,-,9.0
YAZD,31/01/2011,13.8,19.7,7.8,1.1,1010.8 Hpa,127º(SE),12,6/8,-,1.9
YAZD,30/01/2011,12.3,18.0,6.6,0.0,1013.2 Hpa,230º(SW),8,5/8,-,1.3
YAZD,29/01/2011,9.6,17.2,2.0,0.0,1016.1 Hpa,163º(S),6,4/8,-,6.4
YAZD,28/01/2011,10.4,16.8,4.0,0.1,1018.9 Hpa,166º(S),7,3/8,-,7.5
YAZD,27/01/2011,11.1,15.6,6.6,0.0,1018.5 Hpa,274º(W),9,6/8,-,6.2
YAZD,26/01/2011,9.3,17.4,1.2,0.0,1018.4 Hpa,172º(S),6,5/8,-,5.8
YAZD,25/01/2011,7.9,16.4,-0.6,0.0,1021.9 Hpa,159º(S),10,2/8,-,5.3
YAZD,24/01/2011,7.3,12.4,2.2,0.0,1025.2 Hpa,310º(NW),3,0/8,-,9.5
YAZD,23/01/2011,5.5,12.4,-1.4,0.0,1026.5 Hpa,262º(W),5,1/8,-,9.5
YAZD,22/01/2011,5.5,12.0,-1.0,0.0,1025.8 Hpa,246º(SW),3,0/8,-,9.4
YAZD,21/01/2011,5.0,10.4,-0.4,0.0,1025.5 Hpa,281º(W),4,3/8,-,9.2
YAZD,20/01/2011,3.4,7.9,-1.2,0.0,1022.8 Hpa,280º(W),2,5/8,-,6.9
YAZD,19/01/2011,3.7,6.4,1.0,2.0,1019.2 Hpa,298º(NW),3,6/8,-,-
YAZD,18/01/2011,4.2,10.6,-2.1,0.0,1022.3 Hpa,261º(W),5,1/8,-,3.4
YAZD,17/01/2011,5.8,11.6,0.0,0.0,1023.7 Hpa,290º(W),1,2/8,-,8.8
YAZD,16/01/2011,7.9,15.4,0.4,0.1,1016.9 Hpa,266º(W),8,5/8,-,8.9
YAZD,15/01/2011,3.9,8.6,-0.8,0.2,1018.4 Hpa,330º(NW),3,8/8,-,2.4
YAZD,14/01/2011,3.0,9.4,-3.4,0.0,1024.8 Hpa,110º(E),7,2/8,-,1.1
YAZD,13/01/2011,2.9,6.4,-0.6,0.0,1026.6 Hpa,303º(NW),5,4/8,-,9.3
YAZD,12/01/2011,4.2,6.8,1.6,0.0,1021.1 Hpa,286º(W),10,6/8,-,5.5
YAZD,11/01/2011,4.8,8.9,0.6,0.0,1022.3 Hpa,289º(W),5,5/8,-,2.4
YAZD,10/01/2011,6.5,9.0,4.0,7.0,1017.9 Hpa,288º(W),12,5/8,-,5.5
YAZD,09/01/2011,7.0,10.6,3.4,6.2,1018.5 Hpa,159º(S),8,7/8,-,-
YAZD,08/01/2011,7.6,14.6,0.6,Tr,1022.6 Hpa,245º(SW),2,3/8,-,3.9
YAZD,07/01/2011,8.0,14.2,1.8,0.0,1022.8 Hpa,194º(S),3,0/8,-,7.3
YAZD,06/01/2011,9.6,13.6,5.6,Tr,1021.4 Hpa,298º(NW),11,4/8,-,8.4
YAZD,05/01/2011,5.5,10.4,0.6,0.0,1018.4 Hpa,313º(NW),5,6/8,-,6.4
YAZD,04/01/2011,7.5,16.6,-1.6,0.0,1021.4 Hpa,123º(SE),5,3/8,-,-
YAZD,03/01/2011,7.7,14.2,1.2,0.0,1021.3 Hpa,234º(SW),5,0/8,-,8.9
YAZD,02/01/2011,7.6,14.6,0.6,0.0,1018.3 Hpa,308º(NW),5,1/8,-,9.6
YAZD,01/01/2011,9.6,20.4,-1.2,0.0,1017.3 Hpa,201º(S),6,0/8,-,9.3
ZABOL,31/01/2011,14.0,19.2,8.8,0.0,1015.8 Hpa,85º(E),7,6/8,-,0.0
ZABOL,30/01/2011,12.8,21.3,4.2,0.0,1017.0 Hpa,70º(E),10,2/8,-,0.0
ZABOL,29/01/2011,13.4,19.3,7.5,0.0,1017.2 Hpa,292º(W),6,2/8,-,9.0
ZABOL,28/01/2011,13.5,20.0,7.0,5.0,1016.9 Hpa,5º(N),12,6/8,-,9.0
ZABOL,27/01/2011,13.8,22.0,5.7,0.0,1019.4 Hpa,34º(NE),8,3/8,-,0.0
ZABOL,26/01/2011,10.2,20.8,-0.4,0.0,1023.4 Hpa,64º(NE),8,1/8,-,7.5
ZABOL,25/01/2011,10.2,20.1,0.3,0.0,1023.9 Hpa,106º(E),3,0/8,-,9.0
ZABOL,24/01/2011,9.9,18.0,1.8,0.0,1023.9 Hpa,350º(N),8,1/8,-,9.5
ZABOL,23/01/2011,9.5,17.9,1.1,0.0,1025.0 Hpa,328º(NW),9,1/8,-,8.0
ZABOL,22/01/2011,10.7,17.6,3.7,0.0,1024.9 Hpa,326º(NW),13,0/8,-,8.0
ZABOL,21/01/2011,9.1,14.7,3.5,0.0,1023.9 Hpa,342º(N),10,3/8,-,9.4
ZABOL,20/01/2011,10.7,14.4,7.0,0.3,1020.9 Hpa,326º(NW),6,4/8,-,2.0
ZABOL,19/01/2011,9.2,14.8,3.7,1.0,1018.5 Hpa,51º(NE),7,8/8,-,2.5
ZABOL,18/01/2011,9.8,17.3,2.2,0.0,1022.1 Hpa,329º(NW),5,3/8,-,0.0
ZABOL,17/01/2011,10.8,17.6,3.9,0.0,1019.2 Hpa,345º(N),10,2/8,-,9.4
ZABOL,16/01/2011,8.2,15.5,1.0,0.8,1018.0 Hpa,349º(N),8,5/8,-,6.0
ZABOL,15/01/2011,2.9,12.1,-6.4,0.0,1025.4 Hpa,36º(NE),6,3/8,-,5.0
ZABOL,14/01/2011,4.1,11.0,-2.8,0.0,1026.0 Hpa,307º(NW),14,0/8,-,7.0
ZABOL,13/01/2011,6.2,9.8,2.7,0.0,1023.6 Hpa,321º(NW),29,1/8,-,9.4
ZABOL,12/01/2011,7.8,12.1,3.4,0.0,1019.0 Hpa,327º(NW),27,2/8,-,6.2
ZABOL,11/01/2011,9.6,16.0,3.1,0.0,1020.1 Hpa,331º(NW),22,2/8,-,6.4
ZABOL,10/01/2011,9.0,16.4,1.6,0.0,1017.6 Hpa,4º(N),5,2/8,-,7.2
ZABOL,09/01/2011,8.8,16.2,1.5,0.0,1022.9 Hpa,346º(N),9,1/8,-,5.0
ZABOL,08/01/2011,10.6,15.8,5.4,0.0,1023.0 Hpa,319º(NW),22,1/8,-,8.8
ZABOL,07/01/2011,10.2,16.4,3.9,0.0,1022.3 Hpa,322º(NW),28,1/8,-,9.1
ZABOL,06/01/2011,7.0,16.8,-2.7,0.0,1021.0 Hpa,347º(N),8,1/8,-,7.5
ZABOL,05/01/2011,8.3,18.0,-1.4,0.0,1021.5 Hpa,14º(N),4,1/8,-,8.8
ZABOL,04/01/2011,9.6,18.8,0.4,0.0,1022.5 Hpa,314º(NW),4,0/8,-,8.4
ZABOL,03/01/2011,7.8,17.8,-2.2,0.0,1020.5 Hpa,336º(NW),6,1/8,-,9.0
ZABOL,02/01/2011,7.0,18.1,-4.2,0.0,1019.4 Hpa,2º(N),5,0/8,-,7.6
ZABOL,01/01/2011,6.3,17.2,-4.6,0.0,1019.4 Hpa,34º(NE),6,0/8,-,8.7
ZAHEDAN,31/01/2011,12.1,18.0,6.2,0.0,1012.8 Hpa,205º(SW),31,6/8,-,5.7
ZAHEDAN,30/01/2011,10.2,20.1,0.2,0.0,1014.9 Hpa,172º(S),19,2/8,-,1.2
ZAHEDAN,29/01/2011,8.7,15.2,2.2,0.0,1016.2 Hpa,284º(W),9,2/8,-,9.3
ZAHEDAN,28/01/2011,13.7,19.4,8.0,3.0,1013.2 Hpa,330º(NW),11,5/8,-,9.7
ZAHEDAN,27/01/2011,12.7,19.6,5.7,0.0,1016.1 Hpa,205º(SW),20,4/8,-,4.7
ZAHEDAN,26/01/2011,6.0,15.2,-3.3,0.0,1021.4 Hpa,129º(SE),18,2/8,-,7.5
ZAHEDAN,25/01/2011,6.2,15.2,-2.9,0.0,1023.0 Hpa,33º(NE),4,0/8,-,9.9
ZAHEDAN,24/01/2011,6.4,13.8,-1.0,0.0,1022.3 Hpa,43º(NE),8,3/8,-,10.0
ZAHEDAN,23/01/2011,5.8,13.8,-2.3,0.0,1023.4 Hpa,16º(N),6,3/8,-,7.6
ZAHEDAN,22/01/2011,7.5,12.4,2.5,0.0,1022.6 Hpa,2º(N),7,3/8,-,8.1
ZAHEDAN,21/01/2011,7.1,9.5,4.7,2.3,1020.2 Hpa,2º(N),9,7/8,-,6.7
ZAHEDAN,20/01/2011,12.7,16.5,8.8,0.0,1014.9 Hpa,271º(W),15,5/8,-,3.1
ZAHEDAN,19/01/2011,6.8,12.4,1.3,0.6,1014.0 Hpa,168º(S),14,8/8,-,8.2
ZAHEDAN,18/01/2011,5.1,12.7,-2.5,0.0,1020.8 Hpa,129º(SE),5,4/8,-,0.0
ZAHEDAN,17/01/2011,9.4,13.6,5.2,0.5,1015.7 Hpa,350º(N),8,5/8,-,4.9
ZAHEDAN,16/01/2011,10.5,19.6,1.4,3.0,1012.8 Hpa,232º(SW),22,5/8,-,7.6
ZAHEDAN,15/01/2011,1.4,9.9,-7.0,0.0,1022.6 Hpa,133º(SE),17,5/8,-,5.4
ZAHEDAN,14/01/2011,0.2,8.4,-8.0,0.0,1024.8 Hpa,326º(NW),6,0/8,-,7.5
ZAHEDAN,13/01/2011,3.7,8.4,-1.0,0.0,1020.4 Hpa,355º(N),10,4/8,-,10.0
ZAHEDAN,12/01/2011,4.8,13.7,-4.1,0.0,1016.5 Hpa,13º(N),8,1/8,-,4.6
ZAHEDAN,11/01/2011,7.9,13.0,2.8,0.0,1016.5 Hpa,357º(N),9,2/8,-,9.7
ZAHEDAN,10/01/2011,9.6,18.2,1.0,Tr,1013.6 Hpa,226º(SW),23,2/8,-,8.4
ZAHEDAN,09/01/2011,6.2,15.4,-3.0,0.0,1020.2 Hpa,135º(SE),7,0/8,-,5.6
ZAHEDAN,08/01/2011,5.7,15.2,-3.8,0.0,1021.8 Hpa,209º(SW),5,0/8,-,9.7
ZAHEDAN,07/01/2011,6.5,15.0,-1.9,0.0,1022.0 Hpa,5º(N),8,0/8,-,9.5
ZAHEDAN,06/01/2011,7.8,18.6,-3.1,0.0,1018.7 Hpa,76º(E),8,2/8,-,9.6
ZAHEDAN,05/01/2011,5.9,16.4,-4.6,0.0,1019.8 Hpa,137º(SE),12,0/8,-,9.9
ZAHEDAN,04/01/2011,5.5,15.3,-4.3,0.0,1021.7 Hpa,17º(N),6,2/8,-,9.7
ZAHEDAN,03/01/2011,7.8,18.1,-2.4,0.0,1018.4 Hpa,55º(NE),6,4/8,-,9.2
ZAHEDAN,02/01/2011,7.0,18.2,-4.3,0.0,1017.4 Hpa,70º(E),6,0/8,-,9.6
ZAHEDAN,01/01/2011,5.8,17.9,-6.2,0.0,1017.7 Hpa,150º(SE),13,0/8,-,9.6
ZANJAN,31/01/2011,4.1,7.4,0.8,0.9,1008.5 Hpa,131º(SE),8,6/8,7,6.1
ZANJAN,30/01/2011,2.9,5.6,0.2,1.3,1013.3 Hpa,64º(NE),5,7/8,11,4.7
ZANJAN,29/01/2011,1.5,3.6,-0.6,3.5,1015.7 Hpa,130º(SE),2,7/8,8,0.3
ZANJAN,28/01/2011,3.7,7.4,0.0,0.0,1020.4 Hpa,315º(NW),2,4/8,-,0.0
ZANJAN,27/01/2011,2.2,6.0,-1.6,0.0,1020.6 Hpa,83º(E),9,5/8,9,5.5
ZANJAN,26/01/2011,0.5,3.0,-2.0,Tr,1019.6 Hpa,59º(NE),3,7/8,11,7.5
ZANJAN,25/01/2011,-6.3,1.8,-14.4,0.0,1028.1 Hpa,74º(E),2,6/8,13,0.0
ZANJAN,24/01/2011,-9.7,1.4,-20.8,0.0,1036.7 Hpa,160º(S),3,1/8,13,5.0
ZANJAN,23/01/2011,-12.0,-3.6,-20.4,0.0,1039.6 Hpa,173º(S),5,3/8,14,8.1
ZANJAN,22/01/2011,-13.6,-4.4,-22.8,0.0,1041.2 Hpa,250º(W),3,0/8,16,6.8
ZANJAN,21/01/2011,-13.3,-4.0,-22.6,0.0,1039.6 Hpa,170º(S),2,0/8,16,6.1
ZANJAN,20/01/2011,-13.9,-5.6,-22.2,0.0,1036.5 Hpa,283º(W),4,0/8,17,7.6
ZANJAN,19/01/2011,-15.7,-8.4,-23.0,0.0,1033.6 Hpa,250º(W),4,0/8,18,7.1
ZANJAN,18/01/2011,-13.7,-6.4,-21.0,0.0,1034.5 Hpa,239º(SW),4,1/8,18,7.5
ZANJAN,17/01/2011,-3.2,-0.4,-6.0,Tr,1029.2 Hpa,255º(W),2,4/8,21,6.4
ZANJAN,16/01/2011,-3.2,-1.6,-4.8,2.8,1020.7 Hpa,179º(S),10,8/8,20,4.7
