Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,8.1,7.0,9.3,18.6,-1.0,5.0,1,1,0,0,0,4,6%,5%,6%
FEBRUARY 2000,6.3,7.8,4.8,21.4,0.0,0.0,0,0,0,0,0,3,14%,17%,27%
MARCH 2000,13.7,16.2,11.1,26.0,-1.0,0.0,0,0,0,0,0,3,13%,11%,38%
APRIL 2000,21.6,31.1,12.1,32.4,7.0,0.0,0,0,0,0,0,0,8%,15%,56%
MAY 2000,25.9,35.4,16.4,40.0,10.8,0.0,0,0,0,0,0,0,37%,35%,54%
JUNE 2000,28.1,38.1,18.2,41.0,0.0,0.0,0,0,0,0,0,1,73%,73%,50%
JULY 2000,30.6,39.5,21.7,42.0,16.0,0.0,0,0,0,0,0,0,73%,58%,54%
AUGUST 2000,28.9,38.5,19.4,40.4,15.0,0.0,0,0,0,0,0,0,79%,68%,54%
SEPTEMBER 2000,24.8,34.3,15.4,38.0,11.0,0.0,0,0,0,0,0,0,38%,23%,46%
OCTOBER 2000,19.6,29.2,10.0,33.0,8.2,0.0,0,0,0,0,0,0,15%,18%,74%
NOVEMBER 2000,12.3,19.8,4.8,28.2,1.2,8.0,1,1,0,0,0,0,23%,22%,66%
DECEMBER 2000,8.7,15.4,2.1,21.4,-0.4,11.4,3,4,0,0,0,5,13%,19%,58%
JANUARY 2001,7.7,13.7,1.7,19.0,-5.2,0.0,0,0,0,0,0,19,18%,18%,70%
FEBRUARY 2001,8.4,16.4,0.4,20.2,-2.2,25.0,2,2,0,0,0,13,27%,23%,78%
MARCH 2001,13.9,21.9,5.8,27.2,2.4,6.0,3,3,0,0,0,0,29%,26%,58%
APRIL 2001,18.8,28.9,8.8,31.6,6.0,0.0,0,0,0,0,0,0,22%,22%,53%
MAY 2001,28.1,37.1,19.0,40.0,15.0,0.0,0,0,0,0,0,0,26%,16%,12%
JUNE 2001,28.3,38.4,18.2,41.0,14.0,1.0,1,1,0,0,0,0,73%,66%,46%
JULY 2001,30.5,39.9,21.0,42.6,17.0,0.0,0,0,0,0,0,0,93%,80%,64%
AUGUST 2001,29.6,39.0,20.2,40.6,17.0,0.2,0,1,0,0,0,0,74%,76%,61%
SEPTEMBER 2001,26.8,36.3,17.3,40.6,13.8,0.0,0,0,0,0,0,0,48%,33%,86%
OCTOBER 2001,21.0,30.5,11.4,34.0,9.0,0.0,0,0,0,0,0,0,26%,15%,67%
