Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,7.7,8.2,7.3,17.8,-6.2,0.0,0,0,0,0,0,3,18%,13%,0%
FEBRUARY 2000,10.5,13.3,7.7,23.0,-2.8,0.0,0,0,0,0,0,4,21%,16%,0%
MARCH 2000,17.1,18.6,15.6,26.6,0.4,0.0,0,0,0,0,0,0,29%,18%,0%
APRIL 2000,28.2,31.3,25.2,35.2,11.4,0.0,0,0,0,0,0,0,33%,20%,0%
MAY 2000,31.7,37.3,26.2,41.4,20.4,0.0,0,0,0,0,0,0,44%,13%,0%
JUNE 2000,29.9,35.8,24.0,41.6,20.4,0.0,0,0,0,0,0,0,57%,13%,0%
JULY 2000,31.8,36.3,27.4,39.8,23.6,0.0,0,0,0,1,0,0,56%,26%,0%
AUGUST 2000,30.8,36.0,25.6,38.6,21.8,0.0,0,0,0,0,0,0,58%,26%,0%
SEPTEMBER 2000,29.2,34.5,23.8,38.8,3.0,0.0,0,0,0,0,0,0,30%,10%,0%
OCTOBER 2000,22.6,28.4,16.9,31.2,9.6,0.0,0,0,0,0,0,0,26%,6%,0%
NOVEMBER 2000,13.5,18.0,8.9,27.0,1.4,8.0,3,3,0,2,0,0,32%,5%,0%
DECEMBER 2000,9.4,15.0,3.9,19.6,-2.4,0.0,0,0,0,0,0,5,34%,6%,0%
JANUARY 2001,10.5,10.8,10.2,18.8,-3.0,0.0,0,0,0,0,0,11,32%,6%,0%
FEBRUARY 2001,8.2,15.9,0.6,20.8,-5.8,49.0,1,1,1,0,0,8,34%,9%,0%
MARCH 2001,18.7,22.3,15.1,27.8,0.4,0.0,0,0,0,0,0,0,34%,11%,3%
APRIL 2001,25.7,30.2,21.2,38.7,10.8,0.0,0,0,0,0,0,0,27%,3%,3%
MAY 2001,34.6,36.1,33.1,39.6,20.8,0.0,0,0,0,0,0,0,18%,11%,0%
JUNE 2001,32.7,38.3,27.2,43.6,20.6,0.0,0,0,0,0,0,0,70%,43%,0%
JULY 2001,33.9,39.1,28.8,42.8,23.4,0.0,0,0,0,0,0,0,82%,60%,0%
AUGUST 2001,32.2,36.1,28.4,41.4,21.4,0.0,0,0,0,0,0,0,47%,13%,0%
