Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,-0.5,-1.4,0.5,11.6,-16.2,0.1,0,1,0,0,0,13,10%,10%,6%
FEBRUARY 2000,0.1,0.9,-0.6,12.0,-7.8,0.0,0,0,1,0,0,16,14%,14%,20%
MARCH 2000,4.9,9.4,0.4,17.0,-13.8,0.0,0,0,0,0,0,15,11%,13%,22%
APRIL 2000,15.3,19.8,10.7,25.2,2.4,10.2,1,4,0,5,0,0,10%,5%,43%
MAY 2000,14.1,19.3,8.9,25.8,4.2,4.2,2,4,0,7,0,0,19%,13%,32%
JUNE 2000,19.2,24.5,13.8,31.8,8.6,1.0,1,1,0,0,0,0,18%,25%,50%
JULY 2000,23.2,30.1,16.2,35.0,15.0,0.6,0,1,0,1,0,0,23%,8%,58%
AUGUST 2000,22.0,27.9,16.2,36.2,12.2,0.0,0,0,0,0,0,0,31%,29%,70%
SEPTEMBER 2000,18.7,24.4,12.9,31.8,8.6,5.4,1,2,0,2,0,0,20%,18%,36%
OCTOBER 2000,10.2,13.5,6.9,24.4,2.2,5.3,3,3,0,1,1,0,11%,15%,45%
NOVEMBER 2000,4.5,8.9,0.1,14.8,-3.6,0.3,0,2,0,0,2,11,22%,23%,50%
DECEMBER 2000,2.7,6.8,-1.3,11.6,-7.2,0.0,0,0,1,0,0,16,24%,26%,64%
JANUARY 2001,0.9,4.4,-2.7,12.4,-16.6,0.0,0,0,1,0,1,25,16%,16%,51%
FEBRUARY 2001,2.0,5.9,-2.0,13.2,-7.0,0.1,0,1,2,0,1,19,32%,30%,46%
MARCH 2001,7.5,13.2,1.8,20.8,-2.0,19.1,5,6,2,0,0,8,27%,27%,58%
APRIL 2001,13.5,19.9,7.1,24.8,1.2,22.5,4,4,0,0,1,0,20%,22%,33%
MAY 2001,16.1,20.9,11.3,26.4,5.6,15.0,3,3,0,1,0,0,13%,5%,6%
JUNE 2001,20.0,25.9,14.0,33.4,9.2,0.2,0,1,0,1,0,0,28%,22%,50%
JULY 2001,22.8,29.0,16.6,33.2,12.2,3.0,2,2,0,1,0,0,24%,16%,70%
AUGUST 2001,22.0,28.1,15.8,37.4,11.6,0.0,0,0,0,1,0,0,29%,27%,58%
SEPTEMBER 2001,19.3,26.0,12.6,32.0,9.0,0.5,0,1,0,0,0,0,32%,28%,76%
OCTOBER 2001,10.0,15.2,4.9,26.4,-0.4,15.8,5,8,0,1,2,2,24%,24%,45%
NOVEMBER 2001,5.1,10.6,-0.4,20.6,-9.8,4.1,1,5,1,0,0,13,32%,22%,46%
DECEMBER 2001,3.7,7.4,-0.1,13.4,-6.6,0.8,0,2,3,0,1,17,29%,23%,58%
JANUARY 2002,0.3,4.4,-3.8,12.8,-9.0,1.6,0,2,1,0,0,25,24%,21%,51%
FEBRUARY 2002,3.2,8.7,-2.3,12.8,-13.0,2.7,1,3,1,0,0,19,36%,36%,71%
MARCH 2002,8.6,14.6,2.7,21.8,-7.8,17.6,5,7,1,1,0,8,24%,24%,29%
APRIL 2002,8.3,12.2,4.4,19.6,1.0,26.4,8,12,0,1,1,0,22%,23%,20%
MAY 2002,12.2,18.2,6.1,27.8,1.9,18.5,6,11,0,6,1,0,18%,19%,19%
JUNE 2002,20.0,27.2,12.8,34.4,10.0,0.0,0,0,0,0,0,0,22%,18%,33%
JULY 2002,21.8,28.0,15.6,33.2,11.8,0.0,0,0,0,7,0,0,35%,34%,80%
AUGUST 2002,22.3,28.3,16.2,35.0,12.8,0.0,0,0,0,0,0,0,45%,35%,83%
