Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,1.7,2.0,1.4,10.8,-8.4,0.0,0,0,0,0,0,11,10%,8%,0%
FEBRUARY 2000,-2.9,0.4,-6.2,15.2,-12.2,0.0,0,0,0,0,0,20,10%,12%,13%
MARCH 2000,8.1,12.0,4.1,19.8,-6.4,0.0,0,0,0,0,0,16,8%,21%,35%
APRIL 2000,-1.7,17.9,-21.3,26.0,-83.6,31.2,3,3,0,2,0,4,13%,18%,26%
MAY 2000,17.4,25.7,9.1,31.0,4.0,1.3,1,2,0,0,0,0,18%,16%,61%
JUNE 2000,23.3,33.2,13.4,40.4,10.0,0.0,0,0,0,0,0,0,50%,22%,53%
JULY 2000,29.7,37.8,21.6,40.4,15.0,0.0,0,0,0,0,0,0,65%,45%,48%
AUGUST 2000,28.4,37.3,19.5,39.2,8.2,0.0,0,0,0,0,0,0,53%,31%,51%
SEPTEMBER 2000,21.5,32.6,10.5,36.2,7.6,2.0,1,1,0,1,0,0,23%,10%,50%
OCTOBER 2000,13.2,21.1,5.3,26.0,1.8,11.6,3,3,0,1,1,0,21%,18%,58%
NOVEMBER 2000,7.3,13.3,1.3,18.6,-3.0,18.5,3,5,0,1,1,11,30%,27%,40%
DECEMBER 2000,2.7,7.4,-2.0,12.6,-7.7,13.0,2,5,0,0,0,18,21%,24%,38%
JANUARY 2001,2.3,6.8,-2.2,14.0,-12.6,0.7,0,1,1,0,0,26,11%,16%,48%
FEBRUARY 2001,3.0,8.8,-2.8,14.0,-8.6,1.3,0,5,1,0,1,22,27%,23%,28%
MARCH 2001,9.4,17.5,1.2,27.0,-4.0,13.6,3,4,0,1,0,8,24%,24%,45%
APRIL 2001,13.6,21.2,5.9,25.8,-1.0,10.1,2,3,0,0,0,1,17%,18%,33%
MAY 2001,20.3,28.7,11.9,33.0,4.2,0.0,0,0,0,0,0,0,11%,3%,12%
JUNE 2001,24.3,34.3,14.2,39.6,8.0,0.0,0,0,0,0,0,0,48%,33%,50%
JULY 2001,28.0,36.7,19.3,39.2,11.8,2.7,1,2,0,2,0,0,76%,55%,54%
AUGUST 2001,26.8,35.7,18.0,40.4,12.0,0.0,0,0,0,0,0,0,52%,23%,58%
SEPTEMBER 2001,19.3,31.7,6.8,34.6,-24.7,0.0,0,0,0,4,0,2,27%,30%,76%
OCTOBER 2001,15.5,23.0,8.0,30.2,-0.2,5.8,2,4,0,2,0,1,24%,19%,41%
NOVEMBER 2001,6.5,14.3,-1.3,24.2,-16.6,21.0,3,3,0,1,0,15,25%,32%,46%
DECEMBER 2001,6.1,10.5,1.7,14.8,-7.0,35.9,5,10,0,0,0,12,19%,18%,32%
JANUARY 2002,-2.0,3.7,-7.6,13.4,-25.1,25.7,7,10,5,0,2,26,21%,34%,45%
FEBRUARY 2002,1.5,9.1,-6.1,14.8,-20.3,2.4,1,2,1,0,1,24,32%,39%,57%
MARCH 2002,10.0,16.4,3.5,22.6,-6.2,24.2,6,7,1,1,0,12,31%,26%,41%
APRIL 2002,11.6,17.8,5.4,25.4,-0.8,35.8,8,11,0,2,0,1,22%,18%,46%
MAY 2002,16.2,25.5,6.9,31.6,4.4,3.3,1,2,0,0,0,0,21%,18%,35%
JUNE 2002,23.2,33.5,13.0,35.4,7.8,0.0,0,0,0,0,0,0,37%,23%,33%
JULY 2002,27.3,35.5,19.1,38.8,14.2,0.0,0,0,0,1,0,0,60%,35%,74%
AUGUST 2002,25.6,36.5,14.6,40.6,9.4,0.0,0,0,0,0,0,0,66%,40%,80%
SEPTEMBER 2002,20.6,32.6,8.6,37.6,4.6,0.0,0,0,0,0,0,0,17%,25%,50%
OCTOBER 2002,16.0,22.3,9.8,30.2,2.6,2.5,1,2,0,1,0,0,3%,8%,6%
NOVEMBER 2002,7.6,9.8,5.4,22.6,-3.0,19.7,4,9,0,1,1,6,13%,10%,13%
DECEMBER 2002,5.8,11.4,0.1,13.2,-8.6,28.1,6,6,1,2,0,14,2%,6%,22%
JANUARY 2003,2.0,5.5,-1.4,15.6,-6.8,21.5,5,7,5,0,0,25,11%,3%,54%
FEBRUARY 2003,1.4,5.0,-2.1,13.6,-6.5,21.0,2,2,2,0,0,21,13%,18%,35%
MARCH 2003,-,-,1.2,-,-7.8,32.0,7,12,0,3,0,10,-,3%,35%
APRIL 2003,3.7,2.4,5.0,26.8,0.4,33.9,8,10,0,5,0,0,2%,2%,30%
MAY 2003,13.6,15.6,11.6,29.5,2.8,0.8,0,2,0,3,1,0,2%,2%,61%
JUNE 2003,-,25.6,-,35.7,-,0.0,0,0,0,0,0,0,2%,-,86%
JULY 2003,26.8,37.5,16.2,40.7,13.0,0.0,0,0,0,0,0,0,9%,22%,93%
AUGUST 2003,-,-,22.9,-,13.0,0.0,0,0,0,0,0,0,-,6%,90%
