Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,-2.0,2.4,-6.5,14.6,-17.2,15.1,5,6,4,0,2,26,19%,13%,25%
FEBRUARY 2000,-3.0,4.7,-10.7,12.8,-21.0,8.9,2,4,4,0,3,28,26%,14%,37%
MARCH 2000,4.8,12.0,-2.4,17.8,-7.0,14.2,2,6,0,0,0,21,21%,15%,45%
APRIL 2000,13.3,19.7,6.8,24.4,2.0,7.1,1,1,0,0,0,0,15%,17%,56%
MAY 2000,17.1,25.5,8.7,29.2,4.8,0.0,0,0,0,0,0,0,23%,15%,54%
JUNE 2000,21.6,31.2,12.0,35.6,4.0,0.0,0,0,0,0,0,0,38%,30%,56%
JULY 2000,24.9,34.6,15.2,37.4,11.6,0.0,0,0,0,0,0,0,60%,34%,64%
AUGUST 2000,23.3,33.2,13.3,35.6,8.6,0.0,0,0,0,0,0,0,39%,19%,77%
SEPTEMBER 2000,19.7,29.6,9.8,33.0,6.0,0.0,0,0,0,0,0,0,23%,23%,86%
OCTOBER 2000,11.6,19.5,3.7,24.6,1.0,33.0,3,3,0,1,0,0,27%,19%,74%
NOVEMBER 2000,4.7,10.3,-0.9,16.0,-8.6,54.2,5,8,1,0,7,17,30%,35%,70%
DECEMBER 2000,-0.1,4.0,-4.1,15.4,-12.0,39.7,8,12,4,1,10,26,26%,29%,41%
JANUARY 2001,-3.3,2.0,-8.6,11.6,-21.0,14.6,2,4,4,0,0,30,21%,23%,61%
FEBRUARY 2001,0.4,5.9,-5.2,15.0,-15.0,13.3,3,6,3,0,1,27,36%,30%,57%
MARCH 2001,7.8,15.9,-0.3,22.6,-11.5,13.1,2,3,0,0,0,14,26%,31%,74%
APRIL 2001,12.8,19.6,6.0,25.0,0.0,4.2,1,2,0,0,0,1,20%,25%,76%
MAY 2001,20.4,28.4,12.4,40.5,4.4,22.0,2,2,0,0,0,0,15%,10%,67%
JUNE 2001,21.1,30.0,12.3,36.2,9.0,4.5,2,2,0,1,0,0,53%,38%,73%
JULY 2001,24.2,33.2,15.2,36.2,11.0,5.4,1,1,0,1,0,0,69%,58%,77%
AUGUST 2001,24.3,33.6,14.9,37.2,12.4,0.0,0,0,0,0,0,0,42%,35%,87%
SEPTEMBER 2001,19.2,28.8,9.6,31.6,7.6,7.0,2,2,0,3,0,0,25%,20%,66%
OCTOBER 2001,13.1,21.0,5.1,27.4,0.8,1.4,1,2,0,0,0,0,29%,23%,87%
NOVEMBER 2001,5.9,13.2,-1.4,23.6,-9.7,6.0,2,5,0,0,0,19,38%,38%,66%
DECEMBER 2001,3.9,9.0,-1.3,14.6,-8.0,20.3,4,5,0,0,6,20,45%,47%,74%
JANUARY 2002,-4.7,1.2,-10.5,12.4,-19.4,22.0,7,11,5,0,9,27,37%,37%,54%
FEBRUARY 2002,2.0,7.8,-3.8,16.8,-11.7,809.5,3,4,3,0,0,25,43%,45%,71%
MARCH 2002,7.6,14.8,0.4,34.0,-7.8,16.3,5,7,0,3,1,15,39%,39%,64%
APRIL 2002,9.8,15.5,4.2,24.8,-1.6,64.1,7,10,0,1,0,2,45%,42%,60%
MAY 2002,15.5,23.3,7.8,28.6,4.0,11.4,1,2,0,1,0,0,44%,42%,93%
JUNE 2002,20.3,28.6,12.0,32.4,8.6,0.0,0,0,0,0,0,0,47%,43%,90%
JULY 2002,24.6,33.2,16.0,37.0,14.0,0.0,0,0,0,0,0,0,53%,44%,90%
AUGUST 2002,24.2,34.3,14.0,38.0,6.2,0.0,0,0,0,0,0,0,66%,45%,96%
SEPTEMBER 2002,20.6,31.1,10.1,34.2,6.2,0.0,0,0,0,0,0,0,37%,40%,93%
OCTOBER 2002,14.1,21.6,6.5,29.0,2.0,11.2,2,3,0,0,2,0,32%,21%,58%
NOVEMBER 2002,6.2,11.7,0.7,18.6,-4.4,17.9,5,9,1,0,1,10,42%,33%,60%
DECEMBER 2002,-0.3,4.6,-5.1,11.4,-17.8,21.5,7,8,4,0,4,27,31%,35%,67%
JANUARY 2003,0.4,6.3,-5.4,13.8,-14.6,30.1,6,9,5,0,1,29,39%,45%,61%
