Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,8.1,8.0,8.2,9.2,0.6,0.0,0,0,0,0,0,0,3%,3%,0%
FEBRUARY 2000,3.0,5.3,0.7,17.5,-1.0,0.4,0,1,0,0,0,1,12%,5%,6%
MARCH 2000,13.5,13.8,13.2,37.5,-1.0,0.0,0,0,0,0,0,1,6%,6%,12%
APRIL 2000,19.2,19.4,19.1,25.8,10.0,11.3,2,3,0,0,0,0,8%,7%,0%
MAY 2000,20.6,21.9,19.2,30.8,10.8,2.0,1,1,0,0,0,0,5%,3%,35%
JUNE 2000,22.1,26.9,17.3,36.4,-19.7,0.0,0,0,0,0,0,1,10%,8%,26%
JULY 2000,33.7,34.6,32.7,39.0,13.0,0.0,0,0,0,0,3,0,6%,3%,22%
AUGUST 2000,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,41%
SEPTEMBER 2000,18.8,14.6,23.0,34.4,14.6,0.0,0,0,0,0,0,0,2%,2%,46%
OCTOBER 2000,-,-,-,-,-,48.6,3,5,0,1,0,0,-,-,48%
NOVEMBER 2000,-,-,6.8,-,1.8,37.1,3,3,0,1,0,0,-,2%,36%
DECEMBER 2000,-,-,-,-,-,9.6,5,7,0,1,0,0,-,-,41%
JANUARY 2001,13.2,14.6,11.8,16.5,-2.8,4.0,1,1,1,0,1,5,2%,5%,54%
FEBRUARY 2001,-,-,-,-,-,70.7,3,6,0,2,1,3,-,-,46%
MARCH 2001,11.8,12.5,11.2,22.8,4.4,22.2,5,6,0,0,0,0,3%,2%,45%
APRIL 2001,16.4,21.6,11.1,36.1,1.0,6.0,3,3,0,0,0,0,8%,7%,23%
MAY 2001,20.2,23.0,17.5,32.6,15.0,0.0,0,0,0,0,0,0,3%,2%,9%
JUNE 2001,25.4,31.4,19.5,39.4,12.3,0.0,0,0,0,0,0,0,5%,5%,46%
JULY 2001,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,64%
AUGUST 2001,28.5,26.0,31.0,40.0,21.6,0.0,0,0,0,0,0,0,3%,3%,51%
SEPTEMBER 2001,31.4,33.6,29.2,52.5,18.6,0.0,0,0,0,0,0,0,2%,2%,60%
OCTOBER 2001,19.2,19.2,19.2,30.4,7.0,16.4,2,5,0,2,0,0,3%,3%,35%
NOVEMBER 2001,-,-,10.8,-,-2.8,20.9,3,3,1,2,1,2,-,2%,53%
DECEMBER 2001,-,-,-,-,-,20.4,3,10,1,1,2,0,-,-,48%
JANUARY 2002,-,-,-,-,-,97.5,9,12,3,1,2,11,-,-,38%
FEBRUARY 2002,-,5.4,-,16.4,-,13.6,4,6,1,0,1,0,2%,-,53%
MARCH 2002,11.2,14.0,8.5,21.0,0.8,82.1,5,7,0,2,0,0,5%,3%,29%
APRIL 2002,-,6.2,-,25.4,-,58.0,11,11,0,4,0,0,2%,-,43%
MAY 2002,18.1,20.2,16.0,31.4,10.8,3.1,2,2,0,0,0,0,2%,2%,51%
JUNE 2002,20.0,19.8,20.2,34.8,17.4,0.0,0,0,0,0,0,0,3%,5%,33%
JULY 2002,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,83%
AUGUST 2002,-,33.4,-,38.4,-,0.0,0,0,0,0,0,0,3%,-,83%
SEPTEMBER 2002,27.0,26.9,27.2,36.4,18.2,0.0,0,0,0,0,0,0,3%,2%,36%
OCTOBER 2002,21.3,19.0,23.5,30.8,17.0,0.0,0,0,0,0,0,0,16%,10%,16%
NOVEMBER 2002,12.6,13.2,12.1,20.0,3.8,4.7,1,3,0,2,1,0,13%,18%,33%
DECEMBER 2002,4.0,4.5,3.5,14.4,-4.6,8.1,1,4,0,0,0,4,8%,10%,12%
JANUARY 2003,4.3,1.8,6.8,16.4,-2.8,21.6,3,5,2,1,0,7,3%,2%,22%
FEBRUARY 2003,0.5,0.8,0.2,13.2,-3.2,16.0,3,3,0,0,0,6,2%,4%,21%
MARCH 2003,7.4,11.2,3.6,17.0,-3.0,13.3,1,1,1,0,0,2,5%,8%,32%
APRIL 2003,-,18.6,-,26.6,-,7.4,2,4,0,4,0,0,2%,-,56%
MAY 2003,20.0,18.9,21.2,29.6,7.2,0.5,0,1,0,1,0,0,3%,3%,58%
JUNE 2003,30.1,27.9,32.4,34.4,14.6,0.0,0,0,0,0,0,0,3%,2%,83%
JULY 2003,-,-,22.9,-,19.4,0.0,0,0,0,0,0,0,-,3%,83%
AUGUST 2003,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,90%
SEPTEMBER 2003,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,90%
OCTOBER 2003,-,-,-,-,-,0.0,0,0,0,2,0,0,-,-,70%
NOVEMBER 2003,-,-,-,-,-,37.0,3,5,0,1,0,0,-,-,60%
DECEMBER 2003,-,-,-,-,-,24.7,6,8,0,1,1,8,-,-,51%
JANUARY 2004,-,-,-,-,-,29.2,3,6,0,3,1,2,-,-,51%
FEBRUARY 2004,-,-,-,-,-,18.7,4,8,0,2,1,10,-,-,68%
MARCH 2004,-,-,-,-,-,6.1,1,2,0,1,0,1,-,-,87%
APRIL 2004,-,-,-,-,-,19.6,7,9,0,3,0,1,-,-,56%
MAY 2004,-,-,-,-,-,3.7,2,3,0,1,0,0,-,-,74%
JUNE 2004,25.9,32.5,19.3,36.4,14.4,0.0,0,0,0,1,0,0,23%,23%,80%
JULY 2004,28.7,36.1,21.4,38.8,19.0,0.0,0,0,0,0,0,0,53%,48%,80%
AUGUST 2004,27.1,35.0,19.2,38.4,3.7,0.0,0,0,0,0,0,0,47%,35%,90%
SEPTEMBER 2004,24.6,32.0,17.2,36.6,12.4,0.0,0,0,0,0,0,0,40%,35%,93%
OCTOBER 2004,20.3,26.8,13.8,30.4,5.2,0.0,0,0,0,0,0,0,39%,39%,87%
NOVEMBER 2004,10.4,14.3,6.4,25.0,-3.0,1.4,1,2,1,0,1,6,23%,23%,43%
DECEMBER 2004,4.2,8.9,-0.5,19.0,-8.6,0.0,0,0,0,0,0,18,29%,31%,80%
JANUARY 2005,4.3,8.8,-0.3,17.0,-6.4,23.0,5,5,2,1,1,17,39%,47%,58%
FEBRUARY 2005,3.4,8.1,-1.3,15.6,-13.2,18.0,4,4,4,2,1,15,41%,43%,67%
MARCH 2005,8.7,13.9,3.4,21.4,-3.8,0.0,0,0,0,0,0,4,32%,32%,74%
APRIL 2005,15.8,21.7,9.9,30.4,1.2,15.0,2,2,0,1,1,0,50%,50%,86%
MAY 2005,19.7,25.6,13.8,31.8,2.2,0.1,0,1,0,2,0,0,44%,44%,74%
JUNE 2005,25.0,32.1,18.0,36.0,14.0,0.0,0,0,0,0,0,0,52%,47%,90%
JULY 2005,27.5,34.9,20.2,39.0,16.8,0.0,0,0,0,0,1,0,21%,35%,87%
AUGUST 2005,28.1,34.7,21.5,38.4,17.8,0.0,0,0,0,0,2,0,44%,45%,58%
SEPTEMBER 2005,22.9,30.5,15.3,34.6,12.0,0.0,0,0,0,0,0,0,47%,47%,93%
OCTOBER 2005,18.6,25.4,11.9,30.6,2.0,1.5,1,2,0,0,0,0,39%,40%,90%
NOVEMBER 2005,10.4,16.5,4.2,23.0,0.8,26.0,2,2,0,0,0,0,43%,45%,83%
DECEMBER 2005,9.5,14.4,4.6,21.8,-4.2,28.0,3,3,0,3,0,5,44%,37%,80%
JANUARY 2006,3.4,7.2,-0.4,12.8,-6.6,10.1,2,6,2,1,0,18,40%,44%,48%
FEBRUARY 2006,6.4,10.9,2.0,18.2,-4.6,50.8,4,7,1,3,1,6,36%,36%,42%
MARCH 2006,10.8,16.8,4.8,21.4,0.0,5.0,1,1,0,1,1,1,44%,42%,93%
APRIL 2006,14.4,19.7,9.1,26.2,5.4,43.2,3,3,0,5,0,0,42%,38%,70%
