Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,8.0,7.5,8.6,17.0,-2.2,14.6,4,8,2,0,0,7,5%,2%,48%
FEBRUARY 2000,7.0,10.4,3.6,17.0,-1.6,19.3,3,4,0,0,0,5,19%,12%,65%
MARCH 2000,10.7,14.8,6.6,20.0,-0.8,8.4,2,5,0,1,0,2,24%,23%,54%
APRIL 2000,23.1,26.4,19.8,30.2,2.4,0.8,0,2,0,1,0,0,5%,5%,73%
MAY 2000,24.8,31.2,18.3,35.6,2.6,0.0,0,0,0,1,0,0,42%,23%,83%
JUNE 2000,29.4,35.0,23.8,39.6,11.4,0.0,0,0,0,0,0,0,70%,55%,83%
JULY 2000,31.3,36.1,26.5,39.4,22.0,0.1,0,1,0,0,0,0,61%,40%,77%
AUGUST 2000,31.0,36.2,25.8,40.6,10.3,0.0,0,0,0,0,0,0,58%,42%,83%
SEPTEMBER 2000,26.9,32.2,21.7,36.6,2.8,0.0,0,0,0,0,0,0,35%,32%,83%
OCTOBER 2000,17.2,20.7,13.7,27.2,9.0,34.9,4,6,0,0,0,0,31%,35%,67%
NOVEMBER 2000,10.3,13.8,6.9,27.0,3.4,17.6,5,7,0,0,0,0,33%,28%,63%
DECEMBER 2000,6.5,9.8,3.3,23.0,0.8,40.3,3,7,0,0,4,0,27%,29%,61%
JANUARY 2001,6.7,10.4,3.1,14.4,-5.0,10.4,2,5,2,0,0,9,16%,13%,64%
FEBRUARY 2001,7.8,11.9,3.8,17.8,0.0,0.5,0,2,0,0,0,2,36%,36%,89%
MARCH 2001,14.0,19.0,9.0,26.0,1.4,5.2,4,5,0,0,0,0,26%,27%,58%
APRIL 2001,19.7,24.8,14.5,28.8,10.4,0.1,0,1,0,0,0,0,23%,23%,73%
MAY 2001,24.5,28.0,20.9,34.0,3.4,3.5,2,3,0,2,0,0,15%,10%,51%
JUNE 2001,29.3,36.0,22.6,40.6,15.2,8.0,1,1,0,0,0,0,52%,47%,63%
JULY 2001,29.9,35.8,23.9,40.8,19.4,0.0,0,0,0,0,0,0,74%,55%,87%
AUGUST 2001,30.5,35.9,25.1,40.0,18.4,2.6,1,3,0,2,0,0,63%,40%,87%
SEPTEMBER 2001,27.6,32.4,22.8,36.0,15.4,7.7,1,4,0,1,0,0,32%,28%,80%
OCTOBER 2001,19.5,23.6,15.4,30.4,8.6,10.5,3,5,0,4,0,0,34%,31%,74%
NOVEMBER 2001,12.3,16.2,8.4,24.4,0.0,16.4,6,10,0,1,0,1,28%,28%,56%
DECEMBER 2001,8.2,11.0,5.3,18.0,-0.4,19.0,3,9,0,1,0,1,21%,24%,61%
JANUARY 2002,4.8,8.2,1.5,19.0,-3.6,32.1,5,8,2,0,1,11,27%,34%,64%
FEBRUARY 2002,8.2,13.5,2.9,18.4,-3.4,4.2,3,4,1,0,0,7,38%,38%,75%
MARCH 2002,13.2,18.3,8.2,24.8,0.6,17.9,5,7,0,1,0,0,37%,32%,67%
APRIL 2002,15.5,19.6,11.4,26.4,4.6,70.2,8,15,2,4,0,0,43%,40%,40%
MAY 2002,22.4,27.4,17.5,35.4,10.0,14.3,3,4,0,4,0,0,48%,34%,74%
JUNE 2002,27.9,33.2,22.6,38.4,16.2,0.0,0,0,0,0,0,0,72%,47%,90%
JULY 2002,30.7,35.5,25.8,41.0,20.0,1.4,0,3,0,4,0,0,55%,42%,74%
AUGUST 2002,31.1,36.8,25.4,50.3,20.2,0.0,0,0,0,0,0,0,79%,55%,96%
SEPTEMBER 2002,28.9,33.6,24.1,36.0,20.0,0.0,0,0,0,0,0,0,33%,35%,96%
OCTOBER 2002,23.5,27.8,19.2,32.6,11.4,0.7,0,2,0,1,0,0,29%,24%,87%
NOVEMBER 2002,12.5,16.2,8.8,23.4,3.2,4.1,1,9,0,1,0,0,13%,5%,60%
DECEMBER 2002,4.8,6.9,2.6,23.5,-1.3,40.2,9,10,6,1,3,7,10%,15%,58%
JANUARY 2003,5.6,10.1,1.0,23.4,-6.3,14.0,4,4,2,0,0,6,23%,15%,77%
FEBRUARY 2003,6.6,11.2,2.1,14.6,-3.7,6.2,3,4,3,0,1,5,5%,9%,60%
MARCH 2003,-,9.0,-,19.2,-,35.1,6,10,0,1,0,2,2%,-,61%
APRIL 2003,-,-,-,-,-,51.2,10,11,0,1,0,0,-,-,43%
MAY 2003,-,-,22.8,-,8.4,5.2,1,3,0,2,0,0,-,2%,64%
JUNE 2003,-,-,21.6,-,12.8,0.0,0,0,0,0,0,0,-,2%,96%
JULY 2003,30.7,36.7,24.7,42.2,21.4,0.0,0,0,0,0,0,0,6%,22%,93%
AUGUST 2003,-,-,-,-,-,0.1,0,1,0,0,0,0,-,-,87%
SEPTEMBER 2003,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,93%
OCTOBER 2003,-,-,-,-,-,8.5,2,4,0,2,0,0,-,-,70%
NOVEMBER 2003,-,-,-,-,-,0.6,0,2,0,0,0,0,-,-,80%
DECEMBER 2003,-,-,-,-,-,26.8,5,5,4,0,0,4,-,-,67%
JANUARY 2004,-,-,-,-,-,234.0,6,9,2,0,0,2,-,-,67%
FEBRUARY 2004,-,-,-,-,-,3.8,1,3,0,0,0,2,-,-,72%
MARCH 2004,-,-,-,-,-,27.3,6,8,2,0,0,1,-,-,61%
APRIL 2004,-,-,-,-,-,19.4,5,10,0,3,0,0,-,-,66%
MAY 2004,-,-,-,-,-,7.3,3,6,0,3,0,0,-,-,74%
JUNE 2004,30.0,35.5,24.6,38.4,15.0,0.2,0,1,0,1,0,0,63%,40%,90%
JULY 2004,29.6,34.8,24.4,38.4,17.2,0.5,0,2,0,5,0,0,66%,42%,74%
AUGUST 2004,31.3,36.6,26.1,39.4,22.6,0.0,0,0,0,0,0,0,85%,58%,83%
SEPTEMBER 2004,26.5,31.5,21.6,37.2,17.0,0.0,0,0,0,0,0,0,43%,35%,93%
OCTOBER 2004,19.8,24.4,15.1,30.4,11.2,0.0,0,0,0,0,0,0,34%,32%,93%
NOVEMBER 2004,12.3,15.4,9.3,23.0,1.2,0.0,0,0,0,0,0,0,30%,32%,50%
DECEMBER 2004,4.7,7.9,1.5,14.4,-5.6,0.8,0,2,0,0,0,8,32%,31%,48%
JANUARY 2005,4.9,8.0,1.8,15.4,-1.4,29.0,3,3,3,0,0,8,44%,42%,74%
FEBRUARY 2005,4.6,7.4,1.8,16.2,-7.0,14.0,2,4,5,1,0,10,39%,43%,50%
MARCH 2005,12.0,16.2,7.9,23.8,-1.6,0.0,0,0,0,0,0,2,37%,40%,70%
APRIL 2005,18.5,22.7,14.3,31.6,2.4,0.4,0,1,0,0,0,0,47%,45%,76%
MAY 2005,22.1,26.1,18.0,30.0,11.0,24.1,5,9,0,4,0,0,40%,39%,48%
JUNE 2005,28.9,34.5,23.3,39.0,17.2,0.0,0,0,0,1,0,0,62%,50%,83%
JULY 2005,32.4,38.0,26.8,41.4,22.4,0.0,0,0,0,2,0,0,79%,63%,80%
AUGUST 2005,30.9,35.9,25.9,42.0,18.6,5.0,1,1,0,1,0,0,65%,50%,80%
SEPTEMBER 2005,27.2,32.5,21.9,36.2,18.8,0.0,0,0,0,0,0,0,53%,48%,93%
OCTOBER 2005,21.0,25.5,16.5,30.0,7.4,0.0,0,0,0,0,0,0,47%,48%,87%
NOVEMBER 2005,11.6,14.9,8.4,23.4,5.0,30.4,4,5,0,1,0,0,40%,42%,66%
DECEMBER 2005,10.2,13.6,6.8,20.0,-0.6,2.5,1,2,0,0,0,2,44%,44%,77%
JANUARY 2006,2.7,5.5,-0.2,13.8,-6.0,38.3,5,7,5,0,0,17,44%,40%,58%
FEBRUARY 2006,9.7,13.3,6.1,19.2,-0.8,148.3,2,5,0,0,0,1,36%,38%,67%
MARCH 2006,13.9,18.7,9.2,24.4,2.6,17.1,4,5,0,1,0,0,40%,42%,87%
APRIL 2006,19.0,24.0,14.0,29.6,7.4,29.4,2,3,0,5,0,0,67%,57%,50%
MAY 2006,24.9,30.4,19.3,35.4,13.8,62.3,1,3,0,6,0,0,90%,84%,67%
JUNE 2006,30.7,36.7,24.6,39.6,20.0,1.0,1,1,0,0,0,0,88%,72%,66%
JULY 2006,31.3,37.4,25.3,41.6,19.2,1.4,1,1,0,2,0,0,95%,97%,93%
AUGUST 2006,31.5,37.0,25.9,41.0,22.8,0.0,0,0,0,1,0,0,92%,85%,83%
SEPTEMBER 2006,26.4,31.9,20.9,36.0,14.4,0.0,0,0,0,0,0,0,93%,88%,76%
OCTOBER 2006,21.7,26.6,16.9,32.6,13.0,18.2,4,6,0,13,0,0,84%,79%,61%
