Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,8.1,13.0,3.2,21.0,-5.8,4.5,1,2,1,0,1,9,15%,6%,45%
FEBRUARY 2000,9.5,15.9,3.2,20.6,-4.8,0.1,0,1,0,0,0,9,19%,19%,48%
MARCH 2000,12.4,18.3,6.5,29.4,1.6,0.0,0,0,0,1,0,0,11%,13%,38%
APRIL 2000,22.5,29.7,15.3,35.4,-0.7,0.0,0,0,0,0,0,1,23%,15%,26%
MAY 2000,28.7,36.2,21.2,39.5,18.6,0.0,0,0,0,0,0,0,53%,16%,58%
JUNE 2000,31.0,38.2,23.9,42.6,18.4,263.5,1,1,0,0,0,0,63%,50%,56%
JULY 2000,32.7,38.8,26.6,48.6,19.4,0.0,0,0,0,0,0,0,66%,44%,54%
AUGUST 2000,29.8,37.8,21.8,40.6,19.2,0.0,0,0,0,0,0,0,55%,31%,67%
SEPTEMBER 2000,28.4,35.5,21.4,38.8,17.4,0.0,0,0,0,0,0,0,40%,23%,73%
OCTOBER 2000,19.2,26.1,12.4,36.2,10.0,4.5,1,2,0,0,0,0,19%,19%,70%
NOVEMBER 2000,11.0,16.2,5.8,24.4,2.8,5.9,2,5,0,0,0,0,32%,33%,60%
DECEMBER 2000,8.8,15.0,2.6,21.2,-1.2,12.4,3,4,0,0,1,6,23%,29%,67%
JANUARY 2001,5.4,10.6,0.2,20.4,-6.6,0.3,0,1,0,0,0,9,21%,18%,61%
FEBRUARY 2001,8.9,15.8,2.1,22.4,-1.6,4.0,1,1,1,0,0,4,38%,32%,67%
MARCH 2001,14.8,22.1,7.5,28.6,-8.0,1.3,1,2,0,0,1,1,31%,23%,61%
APRIL 2001,22.5,29.0,16.0,33.2,12.4,0.0,0,0,0,0,0,0,27%,23%,70%
MAY 2001,30.6,34.7,26.6,38.6,15.4,0.0,0,0,0,0,1,0,21%,10%,54%
JUNE 2001,30.6,38.0,23.3,43.1,18.8,2.0,1,1,0,0,0,0,63%,52%,60%
JULY 2001,33.5,39.7,27.2,44.4,21.0,0.0,0,0,0,0,0,0,69%,60%,58%
AUGUST 2001,31.3,38.1,24.5,41.0,19.6,0.0,0,0,0,1,0,0,58%,40%,80%
SEPTEMBER 2001,27.7,34.9,20.5,38.5,13.8,0.0,0,0,0,0,0,0,42%,27%,76%
OCTOBER 2001,21.6,28.9,14.3,34.6,9.8,0.0,0,0,0,0,0,0,26%,18%,67%
NOVEMBER 2001,12.8,19.0,6.6,27.0,-0.6,0.0,0,0,0,0,0,1,35%,23%,56%
DECEMBER 2001,10.9,15.1,6.7,21.6,2.4,25.6,6,8,0,0,8,0,26%,16%,32%
JANUARY 2002,8.3,12.5,4.1,19.4,-1.4,4.2,1,3,0,0,1,10,19%,11%,35%
FEBRUARY 2002,10.2,17.2,3.2,23.6,-3.4,0.2,0,1,2,0,0,3,23%,18%,67%
MARCH 2002,15.2,22.9,7.6,28.2,1.2,0.0,0,0,0,0,0,0,31%,29%,87%
