Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,3.4,7.5,-0.7,17.8,-5.0,0.9,0,1,0,0,0,13,13%,10%,45%
FEBRUARY 2000,6.6,10.4,2.7,18.6,-3.6,5.4,2,3,0,0,0,7,7%,7%,13%
MARCH 2000,16.2,20.2,12.1,27.0,0.0,0.0,0,0,0,0,0,1,15%,5%,29%
APRIL 2000,23.5,28.5,18.6,33.2,10.2,2.0,1,1,0,0,0,0,13%,12%,43%
MAY 2000,27.5,35.3,19.8,39.6,12.5,0.0,0,0,0,0,0,0,32%,13%,61%
JUNE 2000,31.4,39.8,23.0,43.5,16.2,0.0,0,0,0,0,0,0,63%,32%,73%
JULY 2000,32.8,39.7,26.0,43.6,19.2,0.0,0,0,0,0,0,0,55%,37%,74%
AUGUST 2000,32.3,40.2,24.5,43.0,18.2,0.0,0,0,0,0,0,0,65%,40%,90%
SEPTEMBER 2000,27.9,35.4,20.4,40.0,16.0,0.0,0,0,0,0,0,0,35%,28%,80%
OCTOBER 2000,17.2,22.6,11.9,30.0,7.0,29.0,4,4,0,0,0,0,21%,21%,80%
NOVEMBER 2000,10.2,14.3,6.1,23.0,3.2,34.0,4,4,0,0,0,0,30%,28%,70%
DECEMBER 2000,6.8,10.1,3.6,13.0,-0.6,28.8,5,6,0,0,0,2,32%,31%,67%
JANUARY 2001,4.5,9.7,-0.8,18.4,-11.6,4.8,2,4,2,0,1,10,18%,18%,64%
FEBRUARY 2001,8.1,14.1,2.1,21.0,-2.4,3.5,1,3,0,0,0,3,34%,20%,60%
MARCH 2001,15.6,23.0,8.2,29.6,1.4,2.0,1,2,0,0,0,0,18%,15%,48%
APRIL 2001,21.5,28.5,14.4,32.0,10.2,0.0,0,0,0,0,0,0,22%,15%,80%
MAY 2001,27.6,31.8,23.4,38.6,14.8,9.0,2,2,0,0,0,0,16%,10%,48%
JUNE 2001,30.3,38.9,21.7,44.2,14.6,0.0,0,0,0,1,0,0,55%,48%,86%
JULY 2001,32.1,39.3,24.9,44.5,18.6,0.0,0,0,0,0,0,0,85%,56%,80%
AUGUST 2001,31.7,39.3,24.0,43.5,20.4,0.0,0,0,0,0,0,0,53%,42%,100%
SEPTEMBER 2001,27.4,34.6,20.3,39.0,16.6,3.0,1,1,0,0,0,0,35%,27%,86%
OCTOBER 2001,20.2,26.1,14.4,31.6,10.0,0.3,0,1,0,1,0,0,24%,23%,87%
NOVEMBER 2001,12.9,19.4,6.4,26.6,-1.6,0.0,0,0,0,0,0,2,30%,28%,83%
DECEMBER 2001,8.4,12.6,4.3,20.6,0.0,19.1,6,8,0,0,0,1,34%,32%,61%
JANUARY 2002,6.6,10.8,2.3,19.8,-2.4,11.9,4,4,0,0,0,12,27%,31%,67%
FEBRUARY 2002,10.0,16.6,3.5,22.4,-0.4,3.5,2,3,1,0,0,2,39%,39%,75%
MARCH 2002,14.2,20.9,7.4,30.6,1.8,1.2,1,1,0,0,0,0,39%,39%,87%
APRIL 2002,17.7,23.1,12.4,30.4,7.4,136.3,7,8,0,0,0,0,40%,37%,66%
MAY 2002,24.1,30.7,17.5,39.6,11.6,7.3,2,4,0,1,0,0,44%,31%,70%
JUNE 2002,29.9,37.3,22.4,42.0,12.4,0.0,0,0,0,0,0,0,72%,47%,90%
JULY 2002,32.5,39.6,25.4,43.0,23.4,0.0,0,0,0,0,0,0,71%,52%,93%
AUGUST 2002,32.7,40.8,24.6,44.5,12.4,0.0,0,0,0,0,0,0,82%,53%,83%
SEPTEMBER 2002,29.0,36.8,21.2,40.4,17.0,0.0,0,0,0,0,0,0,37%,33%,93%
OCTOBER 2002,22.5,29.7,15.3,35.8,8.0,0.0,0,0,0,0,0,0,37%,37%,80%
NOVEMBER 2002,12.0,18.0,6.1,36.6,-7.0,269.2,4,4,0,0,0,2,37%,38%,83%
DECEMBER 2002,5.2,9.1,1.2,15.8,-2.6,0.6,0,1,1,0,0,16,31%,31%,77%
JANUARY 2003,7.5,12.5,2.5,21.6,-3.2,28.3,4,5,2,0,1,6,40%,40%,80%
FEBRUARY 2003,7.9,12.5,3.3,16.0,0.6,2.0,1,3,1,0,0,0,29%,29%,75%
MARCH 2003,12.1,17.8,6.5,36.4,-1.0,1.5,1,2,0,0,0,3,27%,29%,74%
APRIL 2003,17.5,23.2,11.9,31.4,1.6,5.4,2,5,0,2,0,0,10%,15%,56%
MAY 2003,23.1,29.6,16.5,34.4,10.2,3.0,2,2,0,0,0,0,23%,24%,61%
JUNE 2003,29.8,37.1,22.4,42.0,12.6,0.0,0,0,0,0,0,0,72%,50%,70%
JULY 2003,34.3,41.7,26.9,45.6,23.0,0.0,0,0,0,0,0,0,85%,76%,93%
AUGUST 2003,32.0,39.6,24.5,42.2,21.4,0.0,0,0,0,0,0,0,77%,31%,87%
SEPTEMBER 2003,27.4,34.9,20.0,39.6,15.4,0.0,0,0,0,0,0,0,45%,30%,83%
OCTOBER 2003,23.6,30.3,16.9,34.0,14.0,0.0,0,0,0,0,0,0,8%,11%,70%
NOVEMBER 2003,10.9,16.4,5.5,25.4,0.6,2.5,2,3,0,0,0,0,25%,25%,73%
DECEMBER 2003,6.7,10.9,2.6,17.6,-3.6,6.7,3,5,0,0,1,6,84%,77%,58%
JANUARY 2004,7.3,11.6,2.9,15.5,-0.2,0.8,0,2,0,0,3,5,87%,77%,70%
FEBRUARY 2004,10.8,17.6,4.0,24.0,-2.0,0.0,0,0,0,0,0,1,93%,96%,72%
MARCH 2004,15.2,22.2,8.2,29.0,-0.2,21.0,3,3,1,0,0,1,92%,90%,74%
APRIL 2004,14.5,18.9,10.0,30.0,5.4,7.0,4,5,0,0,0,0,16%,13%,80%
MAY 2004,-,-,-,-,-,18.0,2,4,0,4,0,0,-,-,77%
JUNE 2004,31.5,38.7,24.3,42.0,21.0,0.0,0,0,0,0,0,0,70%,60%,96%
JULY 2004,31.3,38.7,23.9,42.0,19.8,0.0,0,0,0,0,0,0,96%,96%,83%
AUGUST 2004,32.6,40.7,24.5,43.8,22.2,0.0,0,0,0,0,0,0,96%,90%,83%
SEPTEMBER 2004,26.9,34.9,19.0,41.6,12.6,0.0,0,0,0,0,0,0,100%,90%,90%
OCTOBER 2004,20.0,27.5,12.5,33.4,8.2,0.0,0,0,0,0,0,0,90%,95%,90%
