Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,5.5,5.3,5.8,11.8,-3.6,0.0,0,0,0,0,0,6,10%,13%,3%
FEBRUARY 2000,3.3,5.6,1.0,17.8,-4.6,0.0,0,0,0,0,0,11,10%,17%,24%
MARCH 2000,9.8,12.7,6.8,22.6,-1.0,0.0,0,0,0,0,0,8,13%,11%,41%
APRIL 2000,17.8,24.8,10.8,27.0,4.4,5.7,1,2,0,0,0,0,10%,8%,36%
MAY 2000,19.7,29.9,9.6,34.6,5.2,0.1,0,1,0,0,0,0,15%,11%,48%
JUNE 2000,26.5,36.3,16.8,42.4,14.2,0.0,0,0,0,0,0,0,67%,55%,50%
JULY 2000,30.7,39.9,21.5,42.4,18.4,0.0,0,0,0,0,0,0,69%,63%,54%
AUGUST 2000,30.1,39.3,20.8,41.2,13.0,0.0,0,0,0,0,0,0,74%,56%,70%
SEPTEMBER 2000,23.4,34.5,12.4,38.6,10.2,0.0,0,0,0,0,0,0,30%,17%,36%
OCTOBER 2000,16.7,25.2,8.3,29.6,5.6,6.7,3,3,0,1,1,0,16%,19%,48%
NOVEMBER 2000,9.8,16.3,3.4,23.0,-0.4,5.5,1,2,0,0,0,2,27%,28%,56%
DECEMBER 2000,5.9,10.5,1.3,14.4,-2.2,20.6,4,6,0,0,0,7,23%,26%,45%
JANUARY 2001,6.0,10.2,1.9,16.4,-4.6,14.1,2,2,0,0,0,16,15%,15%,64%
FEBRUARY 2001,6.8,13.5,0.2,18.2,-3.4,41.3,7,8,1,1,0,11,25%,23%,42%
MARCH 2001,11.5,18.9,4.1,23.6,1.0,27.3,6,8,0,2,0,0,23%,18%,41%
APRIL 2001,16.0,24.3,7.6,27.2,4.0,5.4,1,2,0,0,0,0,22%,22%,43%
MAY 2001,25.2,32.3,18.2,35.4,8.0,0.0,0,0,0,0,0,0,18%,10%,9%
JUNE 2001,26.7,35.9,17.4,40.8,13.8,7.0,1,1,0,0,0,0,67%,52%,50%
JULY 2001,29.4,39.0,19.8,42.2,12.0,0.3,0,1,0,0,0,0,96%,77%,67%
AUGUST 2001,29.3,38.8,19.9,43.0,16.0,0.0,0,0,0,0,0,0,69%,58%,64%
