Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,13.8,13.8,13.8,19.6,5.4,0.0,0,0,0,0,0,0,2%,2%,0%
FEBRUARY 2000,11.4,12.4,10.4,26.0,5.4,0.0,0,0,0,0,0,0,12%,9%,27%
MARCH 2000,22.4,21.7,23.0,32.2,7.4,0.0,0,0,0,0,0,0,3%,3%,32%
APRIL 2000,35.0,34.5,35.6,40.0,16.8,0.0,0,0,0,0,0,0,3%,3%,40%
MAY 2000,26.8,12.1,41.5,46.0,-42.0,0.0,0,0,0,0,0,1,5%,3%,64%
JUNE 2000,34.8,34.0,35.6,50.4,24.8,0.0,0,0,0,0,0,0,2%,2%,53%
JULY 2000,-,41.7,-,50.6,-,0.0,0,0,0,0,0,0,5%,-,61%
AUGUST 2000,41.7,38.6,44.8,49.4,20.0,0.0,0,0,0,0,0,0,2%,2%,54%
SEPTEMBER 2000,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,60%
OCTOBER 2000,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,83%
NOVEMBER 2000,-,-,-,-,-,5.6,3,3,0,0,0,0,-,-,56%
DECEMBER 2000,-,-,-,-,-,65.5,7,10,0,2,6,0,-,-,54%
JANUARY 2001,-,-,19.6,-,2.8,19.2,3,4,0,0,3,0,-,2%,58%
FEBRUARY 2001,-,-,-,-,-,5.0,2,2,0,0,0,0,-,-,67%
MARCH 2001,23.8,23.0,24.6,35.0,12.0,1.4,1,2,0,2,0,0,3%,3%,51%
APRIL 2001,22.4,26.4,18.5,37.6,16.0,0.0,0,0,0,0,0,0,2%,3%,43%
MAY 2001,41.8,40.0,43.5,47.0,25.0,0.0,0,0,0,0,0,0,2%,3%,9%
JUNE 2001,-,34.6,-,48.2,-,0.0,0,0,0,0,0,0,2%,-,40%
JULY 2001,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,58%
AUGUST 2001,32.9,32.5,33.3,51.6,29.0,0.0,0,0,0,0,0,0,3%,3%,45%
SEPTEMBER 2001,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,66%
OCTOBER 2001,23.3,36.0,10.6,40.6,10.6,0.0,0,0,0,0,0,0,3%,3%,70%
NOVEMBER 2001,-,34.0,-,34.6,-,5.7,1,3,0,0,0,0,3%,-,63%
DECEMBER 2001,-,-,-,-,-,63.3,14,15,0,5,0,0,-,-,35%
JANUARY 2002,9.2,9.8,8.6,30.0,4.6,26.9,3,8,0,1,3,0,5%,2%,41%
FEBRUARY 2002,-,9.8,-,26.0,-,22.0,3,5,0,1,0,0,2%,-,60%
MARCH 2002,20.3,26.8,13.9,32.2,9.0,13.3,1,2,0,3,0,0,26%,27%,67%
APRIL 2002,23.8,30.0,17.6,39.8,13.6,171.0,2,2,0,3,0,0,27%,27%,66%
MAY 2002,32.1,40.9,23.2,45.4,15.8,5.2,1,2,0,1,0,0,37%,29%,77%
JUNE 2002,34.7,44.5,25.0,47.6,19.0,0.0,0,0,0,0,0,0,73%,60%,90%
JULY 2002,37.5,47.2,27.8,50.0,25.0,0.0,0,0,0,0,0,0,74%,44%,58%
AUGUST 2002,36.2,46.4,26.1,50.0,22.4,0.0,0,0,0,0,0,0,76%,66%,80%
SEPTEMBER 2002,32.3,41.9,22.7,46.6,20.4,0.0,0,0,0,0,0,0,25%,27%,50%
OCTOBER 2002,34.2,41.0,27.5,51.6,12.2,1.0,1,1,0,0,0,0,2%,5%,9%
NOVEMBER 2002,18.2,23.3,13.1,30.0,9.0,0.5,0,1,0,0,0,0,7%,8%,30%
DECEMBER 2002,11.9,16.9,6.9,28.2,0.2,11.0,3,3,0,1,1,0,3%,5%,6%
JANUARY 2003,13.6,17.7,9.5,23.0,3.8,9.7,2,3,0,1,4,0,16%,8%,67%
FEBRUARY 2003,15.3,19.5,11.1,24.4,5.8,13.1,3,3,0,1,0,0,13%,13%,39%
MARCH 2003,17.6,26.6,8.6,29.4,8.0,1.6,1,4,0,1,0,0,3%,2%,45%
APRIL 2003,-,-,23.9,-,14.2,5.4,2,5,0,3,0,0,-,3%,43%
MAY 2003,30.6,30.6,30.6,43.2,18.0,0.0,0,0,0,1,0,0,2%,2%,61%
JUNE 2003,33.5,41.3,25.6,47.4,25.0,0.0,0,0,0,0,0,0,3%,6%,83%
JULY 2003,34.7,45.2,24.3,48.0,8.6,0.0,0,0,0,0,0,0,3%,19%,93%
AUGUST 2003,36.6,48.0,25.2,48.2,15.4,0.0,0,0,0,0,0,0,3%,16%,87%
SEPTEMBER 2003,-,37.3,-,46.6,-,0.0,0,0,0,0,0,0,5%,-,66%
OCTOBER 2003,-,-,24.2,-,11.0,0.0,0,0,0,0,0,0,-,3%,83%
NOVEMBER 2003,-,-,-,-,-,1.2,1,2,0,2,0,0,-,-,80%
DECEMBER 2003,-,-,-,-,-,31.1,3,6,0,2,5,0,-,-,54%
JANUARY 2004,-,-,-,-,-,70.2,6,7,0,5,6,0,-,-,70%
FEBRUARY 2004,-,-,-,-,-,11.0,1,1,0,1,0,0,-,-,86%
MARCH 2004,-,-,-,-,-,0.9,0,2,0,2,0,0,-,-,87%
APRIL 2004,-,-,-,-,-,1.9,1,3,0,2,0,0,-,-,86%
MAY 2004,-,-,-,-,-,0.0,0,0,0,1,1,0,-,-,87%
JUNE 2004,35.4,44.8,26.0,47.2,22.2,0.0,0,0,0,0,0,0,65%,45%,96%
JULY 2004,37.5,46.7,28.3,50.6,24.6,0.0,0,0,0,0,0,0,82%,61%,64%
AUGUST 2004,36.0,45.9,26.2,50.6,23.2,0.0,0,0,0,0,1,0,82%,66%,90%
SEPTEMBER 2004,31.9,41.7,22.0,45.4,18.0,0.0,0,0,0,0,0,0,40%,32%,90%
OCTOBER 2004,28.1,37.7,18.6,41.2,13.4,0.0,0,0,0,0,0,0,34%,37%,90%
NOVEMBER 2004,19.3,26.1,12.6,34.0,3.2,1.0,1,1,0,1,0,0,25%,23%,66%
DECEMBER 2004,10.6,14.5,6.7,21.2,2.4,19.0,1,1,0,0,0,0,37%,29%,54%
JANUARY 2005,11.8,16.6,7.0,21.0,3.8,10.0,3,5,0,1,2,0,44%,37%,64%
FEBRUARY 2005,15.0,20.1,9.9,25.6,2.0,0.9,0,1,0,0,0,0,32%,32%,78%
MARCH 2005,18.4,25.1,11.8,34.6,6.4,0.0,0,0,0,1,0,0,37%,37%,80%
APRIL 2005,26.5,33.6,19.4,40.2,10.4,0.4,0,1,0,0,0,0,43%,38%,80%
MAY 2005,31.3,38.9,23.8,43.6,16.8,0.0,0,0,0,0,0,0,37%,37%,74%
