Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,13.0,11.6,14.4,17.2,3.4,0.0,0,0,0,0,0,0,2%,2%,3%
FEBRUARY 2000,13.1,12.9,13.3,21.2,3.2,0.0,0,0,0,0,0,0,17%,10%,10%
MARCH 2000,-,15.6,-,26.8,-,0.0,0,0,0,0,0,0,3%,-,19%
APRIL 2000,29.1,28.5,29.6,35.6,14.4,0.0,0,0,0,0,0,0,3%,2%,16%
MAY 2000,34.4,34.4,34.5,40.4,21.4,0.0,0,0,0,0,0,0,16%,13%,12%
JUNE 2000,34.9,35.5,34.4,44.6,23.6,0.0,0,0,0,0,0,0,12%,12%,16%
JULY 2000,39.9,39.8,40.0,46.6,26.2,0.0,0,0,0,0,0,0,6%,2%,48%
AUGUST 2000,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,58%
SEPTEMBER 2000,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,53%
OCTOBER 2000,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,87%
NOVEMBER 2000,-,-,-,-,-,15.5,2,3,0,0,2,0,-,-,56%
DECEMBER 2000,-,-,-,-,-,8.2,2,5,0,0,3,0,-,-,54%
JANUARY 2001,-,-,19.6,-,0.4,25.5,4,5,0,1,9,0,-,2%,51%
FEBRUARY 2001,-,-,-,-,-,3.6,1,3,0,0,1,0,-,-,64%
MARCH 2001,13.9,14.0,13.8,30.0,8.0,0.0,0,0,0,0,0,0,2%,2%,54%
APRIL 2001,-,29.4,-,34.0,-,0.0,0,0,0,0,0,0,2%,-,56%
MAY 2001,31.6,31.5,31.8,41.6,20.6,0.0,0,0,0,0,0,0,5%,3%,12%
JUNE 2001,36.8,36.5,37.0,44.0,21.2,0.0,0,0,0,0,0,0,3%,2%,36%
JULY 2001,33.3,37.2,29.4,44.4,24.6,0.0,0,0,0,0,0,0,2%,2%,54%
AUGUST 2001,32.1,32.3,32.0,43.6,25.6,0.0,0,0,0,0,0,0,3%,3%,35%
SEPTEMBER 2001,-,-,26.0,-,22.0,0.0,0,0,0,0,0,0,-,2%,66%
OCTOBER 2001,-,-,24.7,-,15.6,0.0,0,0,0,0,0,0,-,3%,54%
NOVEMBER 2001,-,-,7.4,-,4.6,17.7,5,6,0,2,0,0,-,2%,46%
DECEMBER 2001,-,-,-,-,-,293.8,13,15,0,5,5,0,-,-,35%
JANUARY 2002,-,-,-,-,-,73.4,6,8,0,2,8,0,-,-,45%
FEBRUARY 2002,-,-,-,-,-,12.5,3,7,0,0,2,0,-,-,53%
MARCH 2002,12.3,13.1,11.6,27.8,7.6,59.3,4,4,0,4,0,0,6%,2%,35%
APRIL 2002,17.3,14.8,19.8,35.8,11.0,40.1,6,7,0,4,0,0,2%,2%,50%
MAY 2002,33.2,33.6,32.8,39.6,17.8,0.0,0,0,0,0,0,0,2%,3%,41%
JUNE 2002,30.1,31.9,28.4,41.4,22.2,0.0,0,0,0,0,0,0,3%,3%,20%
JULY 2002,34.5,36.8,32.2,43.6,24.4,0.4,0,1,0,1,0,0,5%,3%,58%
AUGUST 2002,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,83%
SEPTEMBER 2002,-,30.0,-,42.4,-,0.0,0,0,0,0,0,0,2%,-,46%
OCTOBER 2002,28.2,29.8,26.6,38.6,17.4,0.0,0,0,0,0,0,0,13%,16%,9%
NOVEMBER 2002,16.8,15.1,18.5,33.2,7.0,6.5,1,2,0,2,0,0,7%,10%,40%
DECEMBER 2002,12.9,13.0,12.9,22.6,2.6,55.8,5,6,0,2,0,0,6%,5%,25%
JANUARY 2003,-,-,4.4,-,-1.0,91.0,7,9,0,0,7,1,-,2%,48%
FEBRUARY 2003,-,-,10.8,-,3.6,8.3,3,5,0,0,0,0,-,4%,14%
MARCH 2003,13.4,16.2,10.7,26.0,3.2,85.7,4,6,0,1,2,0,2%,8%,45%
APRIL 2003,-,19.4,-,34.4,-,9.1,2,3,0,2,0,0,3%,-,33%
MAY 2003,25.1,29.7,20.6,38.2,14.4,0.7,0,2,0,0,0,0,3%,3%,41%
JUNE 2003,-,30.5,-,43.2,-,0.0,0,0,0,0,0,0,3%,-,76%
JULY 2003,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,87%
AUGUST 2003,-,-,-,-,-,0.0,0,0,0,1,0,0,-,-,90%
SEPTEMBER 2003,-,-,1.3,-,1.3,0.0,0,0,0,0,0,0,-,3%,93%
OCTOBER 2003,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,67%
NOVEMBER 2003,-,-,-,-,-,13.5,2,2,0,1,0,0,-,-,93%
DECEMBER 2003,-,-,-,-,-,134.0,7,7,0,5,2,0,-,-,61%
JANUARY 2004,-,-,-,-,-,326.9,14,14,0,5,3,0,-,-,48%
FEBRUARY 2004,-,-,-,-,-,12.4,3,4,0,2,3,0,-,-,82%
MARCH 2004,-,-,-,-,-,9.4,2,2,0,1,0,0,-,-,83%
APRIL 2004,-,-,-,-,-,21.1,4,5,0,0,0,0,-,-,70%
MAY 2004,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,90%
JUNE 2004,31.9,39.7,24.1,43.6,20.6,0.0,0,0,0,0,0,0,60%,63%,86%
JULY 2004,34.0,42.2,25.8,44.8,24.0,0.0,0,0,0,0,0,0,83%,89%,80%
AUGUST 2004,33.3,41.9,24.7,46.4,21.4,0.0,0,0,0,0,0,0,100%,85%,77%
SEPTEMBER 2004,29.6,37.7,21.5,43.4,18.6,0.0,0,0,0,0,0,0,53%,37%,80%
OCTOBER 2004,24.8,33.2,16.4,36.0,10.0,0.0,0,0,0,0,0,0,32%,32%,83%
NOVEMBER 2004,17.9,23.1,12.7,29.0,3.6,7.0,1,1,0,1,0,0,25%,23%,56%
DECEMBER 2004,10.3,14.6,6.0,20.2,0.0,20.0,2,2,0,0,0,1,26%,23%,54%
JANUARY 2005,9.9,15.2,4.5,21.2,0.6,26.0,3,3,0,0,4,0,32%,35%,58%
FEBRUARY 2005,10.6,15.9,5.4,23.4,0.0,0.8,0,2,0,0,1,1,25%,29%,60%
MARCH 2005,15.2,20.7,9.6,28.6,2.6,2.0,1,1,0,0,0,0,39%,26%,61%
APRIL 2005,21.6,29.5,13.8,36.2,7.0,0.0,0,0,0,0,0,0,43%,37%,70%
MAY 2005,26.6,33.8,19.4,38.4,12.0,0.0,0,0,0,0,1,0,35%,35%,74%
JUNE 2005,32.0,40.3,23.7,44.6,19.2,0.0,0,0,0,0,0,0,80%,73%,83%
JULY 2005,33.0,40.6,25.5,46.6,23.0,0.0,0,0,0,0,0,0,29%,37%,67%
AUGUST 2005,33.5,41.0,26.0,46.2,23.0,0.0,0,0,0,0,0,0,87%,85%,64%
SEPTEMBER 2005,29.4,38.3,20.5,41.6,16.6,0.0,0,0,0,0,0,0,53%,52%,90%
OCTOBER 2005,24.0,32.4,15.5,37.0,9.2,0.0,0,0,0,0,0,0,42%,31%,77%
NOVEMBER 2005,17.7,23.3,12.1,30.6,7.4,1.5,0,3,0,1,2,0,37%,38%,66%
DECEMBER 2005,14.7,19.9,9.4,26.8,3.0,35.0,1,1,0,0,2,0,24%,26%,61%
JANUARY 2006,9.4,13.8,4.9,18.6,-0.8,37.0,5,5,0,1,1,4,39%,40%,58%
FEBRUARY 2006,13.8,18.8,8.7,23.4,1.4,15.8,1,3,0,2,1,0,39%,41%,71%
MARCH 2006,16.6,24.1,9.1,28.6,4.4,7.4,2,2,0,1,0,0,39%,39%,87%
APRIL 2006,21.3,27.7,14.8,33.0,9.6,3.9,1,2,0,2,0,0,32%,33%,70%
MAY 2006,29.1,36.1,22.2,42.6,18.4,0.0,0,0,0,0,0,0,53%,42%,90%
JUNE 2006,33.4,41.4,25.4,43.6,18.6,0.0,0,0,0,0,0,0,80%,78%,76%
JULY 2006,33.8,41.4,26.2,44.6,17.6,0.0,0,0,0,0,0,0,95%,84%,80%
AUGUST 2006,33.9,42.0,25.9,44.2,12.8,0.0,0,0,0,1,0,0,95%,87%,90%
SEPTEMBER 2006,29.9,36.6,23.1,41.6,16.8,0.0,0,0,0,2,0,0,50%,37%,76%
OCTOBER 2006,25.2,32.5,17.8,37.4,14.6,0.0,0,0,0,0,0,0,39%,34%,83%
NOVEMBER 2006,17.3,23.3,11.3,31.2,4.2,3.8,2,3,0,0,0,0,33%,27%,60%
DECEMBER 2006,8.8,13.6,4.0,19.2,1.0,92.8,7,7,0,2,6,0,58%,53%,25%
JANUARY 2007,9.4,14.8,4.0,19.6,-0.6,36.3,6,7,0,1,11,2,92%,94%,61%
FEBRUARY 2007,12.6,18.0,7.3,22.8,2.4,42.1,6,10,0,3,1,0,89%,89%,71%
MARCH 2007,15.0,20.8,9.1,25.5,4.0,136.3,5,7,0,5,1,0,89%,90%,58%
APRIL 2007,20.2,26.6,13.8,35.0,4.8,42.5,7,10,0,9,0,0,88%,78%,66%
MAY 2007,28.7,36.8,20.7,40.8,9.9,0.0,0,0,0,1,0,0,100%,90%,83%
JUNE 2007,32.2,40.9,23.5,45.2,19.2,0.0,0,0,0,1,0,0,96%,96%,76%
JULY 2007,33.7,41.4,26.0,45.0,21.8,0.0,0,0,0,0,0,0,96%,96%,70%
AUGUST 2007,33.8,42.3,25.3,44.6,22.6,0.0,0,0,0,0,0,0,95%,95%,83%
SEPTEMBER 2007,30.4,39.3,21.5,43.0,17.0,0.0,0,0,0,0,0,0,90%,90%,83%
OCTOBER 2007,24.8,33.2,16.4,36.6,12.5,0.0,0,0,0,0,1,0,100%,98%,87%
NOVEMBER 2007,18.4,26.7,10.2,30.8,2.6,0.0,0,0,0,0,0,0,93%,76%,83%
DECEMBER 2007,12.6,17.7,7.5,23.6,1.0,93.9,5,8,0,3,8,0,90%,87%,64%
JANUARY 2008,8.8,13.4,4.2,18.0,-1.8,75.6,8,11,2,4,7,4,96%,92%,80%
FEBRUARY 2008,11.8,18.5,5.0,26.8,-2.4,1.0,0,2,0,0,1,6,97%,100%,82%
MARCH 2008,19.6,28.4,10.9,33.6,5.4,0.1,0,1,0,0,0,0,100%,96%,93%
APRIL 2008,23.9,32.0,15.7,38.5,9.2,1.5,1,2,0,0,0,0,96%,100%,83%
MAY 2008,28.8,36.4,21.2,39.8,15.6,0.0,0,0,0,0,0,0,100%,96%,90%
JUNE 2008,32.5,40.8,24.3,46.2,18.4,0.0,0,0,0,0,0,0,93%,97%,63%
JULY 2008,34.6,42.5,26.7,47.4,24.0,0.0,0,0,0,0,0,0,96%,93%,87%
AUGUST 2008,34.3,42.1,26.6,46.0,19.8,5.0,2,2,0,1,0,0,82%,85%,64%
SEPTEMBER 2008,30.5,38.7,22.3,42.6,9.0,2.0,1,1,0,0,0,0,90%,95%,66%
OCTOBER 2008,25.2,33.3,17.0,37.6,13.8,6.3,2,2,0,2,0,0,90%,100%,83%
