Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,3.1,3.8,2.4,14.6,-10.0,0.0,0,0,0,0,0,13,8%,11%,6%
FEBRUARY 2000,0.6,2.3,-1.1,15.2,-7.8,0.0,0,0,0,0,0,16,10%,12%,20%
MARCH 2000,7.5,13.1,2.0,20.6,-6.0,0.0,0,0,0,0,0,13,15%,19%,38%
APRIL 2000,14.7,23.9,5.4,27.0,4.0,0.2,0,1,0,0,0,0,15%,2%,56%
MAY 2000,21.1,29.4,12.8,34.0,8.2,0.0,0,0,0,0,0,0,34%,16%,64%
JUNE 2000,24.0,32.7,15.4,36.0,12.6,0.0,0,0,0,0,0,0,58%,52%,56%
JULY 2000,25.9,33.5,18.3,36.6,13.6,0.0,0,0,0,0,0,0,53%,35%,51%
AUGUST 2000,24.0,32.4,15.5,35.0,13.2,0.0,0,0,0,0,0,0,39%,40%,61%
SEPTEMBER 2000,21.7,29.7,13.7,33.6,9.4,0.0,0,0,0,0,0,0,33%,17%,46%
OCTOBER 2000,14.7,23.4,6.0,27.4,4.0,1.0,0,2,0,0,0,0,15%,21%,61%
NOVEMBER 2000,6.7,12.6,0.9,21.2,-2.0,0.6,0,2,0,0,2,12,17%,22%,56%
DECEMBER 2000,3.7,9.8,-2.3,16.0,-7.2,7.6,3,5,0,0,0,17,24%,21%,58%
JANUARY 2001,3.5,8.4,-1.5,30.0,-10.4,1.0,0,2,0,0,0,28,19%,19%,54%
FEBRUARY 2001,3.2,10.4,-4.0,17.4,-10.6,0.6,0,2,0,0,0,22,21%,18%,57%
MARCH 2001,9.7,17.9,1.5,21.4,-0.8,3.2,1,2,1,0,0,5,18%,19%,54%
APRIL 2001,15.2,22.9,7.5,25.0,1.2,0.0,0,0,0,0,0,0,20%,22%,50%
MAY 2001,22.0,29.5,14.6,30.8,12.4,0.0,0,0,0,0,0,0,16%,10%,12%
JUNE 2001,23.8,32.1,15.6,36.8,13.2,0.5,0,1,0,0,0,0,68%,45%,43%
JULY 2001,27.2,35.0,19.4,41.0,13.4,0.0,0,0,0,0,0,0,68%,63%,61%
AUGUST 2001,24.1,32.0,16.3,35.0,11.6,1.0,1,1,0,0,0,0,39%,34%,41%
SEPTEMBER 2001,22.0,30.3,13.6,33.0,10.4,0.0,0,0,0,0,0,0,27%,25%,73%
OCTOBER 2001,15.2,24.2,6.2,27.6,-12.2,0.0,0,0,0,0,0,1,16%,18%,61%
NOVEMBER 2001,8.7,16.7,0.7,22.8,-7.2,2.0,1,1,0,0,0,11,25%,20%,66%
DECEMBER 2001,6.8,11.6,2.0,16.4,-3.0,64.1,8,11,0,0,2,6,18%,19%,41%
JANUARY 2002,2.4,8.4,-3.6,14.0,-8.2,29.7,3,3,0,0,0,22,21%,29%,61%
FEBRUARY 2002,5.2,11.6,-1.2,16.6,-9.0,1.2,0,3,0,0,0,20,16%,30%,64%
MARCH 2002,7.8,13.2,2.5,22.6,-4.0,16.3,3,4,0,1,0,8,8%,10%,25%
APRIL 2002,14.2,20.4,8.0,28.0,1.2,7.3,1,3,1,0,0,0,27%,18%,60%
MAY 2002,19.0,27.0,11.0,30.8,6.8,0.1,0,1,0,0,0,0,16%,16%,41%
JUNE 2002,23.3,30.5,16.2,36.0,12.0,0.0,0,0,0,0,0,0,53%,20%,26%
JULY 2002,26.0,34.7,17.3,47.7,13.0,0.0,0,0,0,0,0,0,73%,52%,61%
AUGUST 2002,25.8,34.8,16.7,42.8,13.4,0.0,0,0,0,0,0,0,76%,60%,67%
SEPTEMBER 2002,24.3,25.1,23.6,32.4,9.6,0.0,0,0,0,0,0,0,25%,17%,3%
OCTOBER 2002,15.0,16.8,13.3,32.6,0.0,0.0,0,0,0,0,0,1,26%,15%,0%
NOVEMBER 2002,7.2,10.1,4.2,18.2,-5.0,0.8,0,1,0,0,0,6,12%,10%,20%
DECEMBER 2002,3.5,5.8,1.2,22.6,-6.8,6.3,2,4,1,0,0,16,8%,11%,12%
