Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,2.2,3.9,0.5,10.0,-12.4,960.4,4,4,3,0,0,24,8%,6%,35%
FEBRUARY 2000,1.4,5.6,-2.8,12.6,-10.6,0.6,0,1,2,1,0,26,7%,9%,48%
MARCH 2000,4.5,8.8,0.2,15.8,-7.2,6.6,2,4,3,1,0,15,18%,10%,38%
APRIL 2000,11.8,19.6,4.0,25.8,-5.7,20.1,3,6,0,1,0,1,5%,8%,53%
MAY 2000,17.6,24.0,11.3,33.0,-5.3,7.5,3,5,0,3,0,1,27%,23%,70%
JUNE 2000,24.1,29.8,18.3,35.4,10.0,16.0,1,1,0,3,0,0,35%,25%,60%
JULY 2000,29.9,35.6,24.1,38.8,18.8,0.0,0,0,0,0,0,0,48%,31%,70%
AUGUST 2000,26.4,32.3,20.5,38.0,14.6,0.0,0,0,0,0,0,0,45%,39%,93%
SEPTEMBER 2000,22.4,28.6,16.2,37.2,13.4,2.3,2,3,0,4,0,0,33%,25%,80%
OCTOBER 2000,13.4,18.1,8.7,24.4,4.6,9.2,2,6,0,2,1,0,35%,34%,67%
NOVEMBER 2000,6.2,10.7,1.8,38.0,-0.2,8.5,3,4,0,2,0,3,25%,22%,76%
DECEMBER 2000,1.9,5.3,-1.5,12.0,-7.0,13.2,3,3,4,0,0,19,34%,34%,61%
JANUARY 2001,1.0,5.2,-3.3,21.5,-9.4,0.1,0,1,4,0,0,28,15%,16%,58%
FEBRUARY 2001,2.9,7.6,-1.9,12.8,-9.3,4.4,1,2,3,0,0,23,38%,39%,71%
MARCH 2001,9.3,15.1,3.4,22.2,-5.3,17.2,4,7,0,0,0,4,26%,31%,61%
APRIL 2001,13.6,19.1,8.1,25.4,4.6,8.6,3,7,0,4,0,0,25%,23%,56%
MAY 2001,18.3,22.8,13.8,29.6,10.0,16.9,3,6,0,5,0,0,13%,13%,51%
JUNE 2001,24.1,30.5,17.6,36.0,12.2,2.0,1,1,0,2,0,0,53%,32%,76%
JULY 2001,26.7,32.0,21.3,37.6,15.8,0.6,0,1,0,1,0,0,45%,27%,90%
AUGUST 2001,26.9,33.2,20.7,38.4,18.0,0.0,0,0,0,1,0,0,47%,35%,93%
SEPTEMBER 2001,23.1,29.2,17.0,31.6,12.2,0.3,0,1,0,0,0,0,30%,33%,96%
OCTOBER 2001,13.2,19.3,7.2,26.0,-4.4,4.6,2,6,0,2,0,2,31%,31%,74%
NOVEMBER 2001,5.7,9.5,1.8,19.6,-9.2,41.2,4,6,3,2,0,9,33%,33%,60%
