Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,-2.8,-3.2,-2.3,8.6,-14.0,0.0,0,0,0,0,0,12,10%,3%,3%
FEBRUARY 2000,-2.3,-1.6,-3.1,16.8,-9.6,0.0,0,0,0,0,0,24,12%,9%,17%
MARCH 2000,3.6,7.8,-0.5,13.2,-9.6,0.0,0,0,0,0,0,18,11%,11%,32%
APRIL 2000,12.4,15.2,9.6,24.4,0.4,16.2,5,10,0,5,0,0,10%,2%,33%
MAY 2000,12.8,17.7,8.0,24.0,-20.4,24.3,7,11,0,12,1,1,16%,15%,38%
JUNE 2000,21.1,26.9,15.2,32.0,12.0,4.0,1,1,0,0,0,0,27%,30%,60%
JULY 2000,26.9,32.8,20.9,36.3,18.6,1.4,1,1,0,1,0,0,44%,8%,54%
AUGUST 2000,24.4,30.1,18.8,35.0,14.6,5.6,1,1,0,3,0,0,39%,32%,67%
SEPTEMBER 2000,19.0,24.9,13.1,29.8,7.8,0.9,0,1,0,2,0,0,17%,18%,36%
OCTOBER 2000,12.3,16.8,7.9,23.2,2.6,17.7,5,10,0,5,1,0,19%,13%,51%
NOVEMBER 2000,5.2,9.7,0.7,12.8,-2.0,1.1,1,2,1,0,0,10,25%,27%,66%
DECEMBER 2000,0.1,2.5,-2.3,8.6,-6.6,8.1,3,3,2,0,4,23,27%,24%,64%
JANUARY 2001,-2.3,-0.1,-4.4,7.2,-14.0,2.1,1,5,3,0,5,29,19%,21%,54%
FEBRUARY 2001,1.8,5.7,-2.0,11.4,-9.8,3.9,2,3,5,0,0,23,39%,30%,67%
MARCH 2001,8.2,12.7,3.6,24.7,-2.0,72.2,4,7,1,0,0,2,34%,23%,45%
APRIL 2001,11.6,16.0,7.2,22.8,3.8,25.1,4,5,0,0,0,0,23%,25%,43%
MAY 2001,14.5,18.1,11.0,25.0,1.6,16.2,5,6,0,5,0,0,16%,3%,6%
JUNE 2001,21.0,26.9,15.1,33.6,10.6,0.7,0,1,0,1,0,0,40%,22%,50%
