Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,4.0,7.4,0.5,40.0,-4.8,13.4,3,6,0,0,0,9,2%,6%,45%
FEBRUARY 2000,7.9,9.4,6.4,26.0,-3.6,0.0,0,0,0,0,0,7,10%,10%,51%
MARCH 2000,15.1,19.4,10.8,29.6,-2.2,0.0,0,0,0,0,0,4,8%,11%,45%
APRIL 2000,20.7,32.5,8.8,35.6,-13.5,0.0,0,0,0,0,0,1,8%,10%,60%
MAY 2000,28.2,37.0,19.3,41.1,17.0,0.0,0,0,0,0,0,0,60%,32%,83%
JUNE 2000,28.4,36.1,20.7,40.4,12.8,0.0,0,0,0,0,0,0,58%,48%,66%
JULY 2000,28.0,35.6,20.4,38.6,16.8,0.0,0,0,0,0,0,0,60%,47%,48%
AUGUST 2000,26.8,35.0,18.6,37.5,16.0,0.0,0,0,0,0,0,0,65%,35%,67%
SEPTEMBER 2000,25.4,34.6,16.1,38.0,12.0,0.0,0,0,0,0,0,0,27%,20%,73%
OCTOBER 2000,18.7,27.4,10.1,32.8,7.2,0.0,0,0,0,0,0,0,27%,32%,77%
NOVEMBER 2000,10.5,17.7,3.3,28.0,-14.2,0.1,0,1,0,0,0,7,22%,20%,73%
DECEMBER 2000,8.4,16.6,0.3,24.2,-7.4,2.0,1,1,0,0,0,12,29%,27%,80%
JANUARY 2001,6.5,15.7,-2.6,20.8,-10.2,0.0,0,0,1,0,0,25,13%,8%,67%
FEBRUARY 2001,9.8,18.8,0.8,32.0,-7.0,0.0,0,0,1,0,0,15,16%,25%,78%
MARCH 2001,15.1,22.5,7.6,27.2,-0.8,0.0,0,0,0,3,0,1,34%,26%,80%
APRIL 2001,22.4,29.7,15.1,35.0,7.2,0.3,0,1,0,3,0,0,28%,18%,70%
MAY 2001,29.6,34.4,24.9,38.8,16.2,0.0,0,0,0,0,0,0,35%,15%,67%
JUNE 2001,27.8,36.7,18.8,41.4,14.8,0.0,0,0,0,0,0,0,78%,72%,80%
JULY 2001,29.4,37.3,21.4,40.6,15.0,0.0,0,0,0,0,1,0,94%,81%,80%
AUGUST 2001,27.6,35.9,19.3,39.0,14.0,0.0,0,0,0,0,0,0,55%,42%,90%
SEPTEMBER 2001,25.3,34.0,16.7,41.0,10.8,0.0,0,0,0,0,0,0,37%,32%,100%
OCTOBER 2001,20.0,29.2,10.9,32.8,4.2,0.0,0,0,0,0,0,0,24%,26%,90%
NOVEMBER 2001,13.5,22.3,4.7,29.0,-1.2,0.0,0,0,0,0,0,1,28%,25%,83%
DECEMBER 2001,11.3,19.4,3.1,24.4,-4.5,0.0,0,0,0,1,0,2,21%,23%,87%
JANUARY 2002,8.8,16.8,0.7,21.4,-9.2,0.0,0,0,0,0,0,17,27%,40%,83%
FEBRUARY 2002,10.2,17.3,3.0,23.6,-6.8,1.0,1,1,0,0,0,8,38%,39%,89%
MARCH 2002,16.7,23.6,9.8,28.8,0.0,0.2,0,1,0,1,0,1,35%,35%,96%
APRIL 2002,21.7,28.9,14.5,36.6,6.6,2.2,1,2,0,1,0,0,37%,32%,86%
MAY 2002,26.5,34.4,18.7,39.5,2.9,0.0,0,0,0,0,0,0,60%,47%,93%
JUNE 2002,29.7,37.3,22.0,41.8,17.8,0.0,0,0,0,1,0,0,90%,55%,93%
JULY 2002,29.4,37.1,21.6,42.0,17.8,0.0,0,0,0,0,0,0,92%,60%,80%
AUGUST 2002,28.2,36.6,19.9,40.0,16.2,0.0,0,0,0,0,0,0,73%,60%,87%
SEPTEMBER 2002,23.4,32.5,14.3,35.6,10.0,0.0,0,0,0,0,0,0,28%,35%,93%
OCTOBER 2002,19.3,28.2,10.4,35.7,6.4,0.0,0,0,0,0,0,0,34%,32%,90%
NOVEMBER 2002,14.7,21.0,8.3,30.2,-0.2,941.7,3,4,0,1,0,1,22%,8%,86%
DECEMBER 2002,10.2,17.7,2.8,25.4,-9.4,0.0,0,0,0,0,0,12,6%,6%,74%
JANUARY 2003,9.0,15.2,2.7,30.4,-5.6,1.3,0,2,0,0,0,13,21%,10%,80%
FEBRUARY 2003,9.5,15.0,4.0,24.2,-3.6,9.0,2,2,2,0,0,4,4%,5%,82%
MARCH 2003,7.5,15.2,-0.2,27.0,-1.6,2.0,2,2,0,0,0,3,2%,2%,77%
APRIL 2003,-,28.6,-,35.4,-,0.3,0,1,0,0,0,0,2%,-,66%
MAY 2003,-,-,24.4,-,7.0,0.0,0,0,0,0,0,0,-,3%,77%
JUNE 2003,-,39.2,-,39.2,-,0.0,0,0,1,1,0,0,3%,-,86%
JULY 2003,30.1,38.0,22.2,40.6,17.0,0.0,0,0,0,1,0,0,3%,25%,90%
AUGUST 2003,28.1,34.0,22.2,41.6,15.8,0.0,0,0,0,0,0,0,3%,6%,100%
SEPTEMBER 2003,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,90%
OCTOBER 2003,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,90%
NOVEMBER 2003,-,-,-,-,-,0.0,0,0,0,0,0,7,-,-,90%
DECEMBER 2003,-,-,-17.8,-,-17.8,0.0,0,0,0,0,0,13,-,3%,100%
JANUARY 2004,18.0,18.0,18.0,22.7,-4.4,14.0,4,4,1,1,0,6,2%,2%,67%
FEBRUARY 2004,-,-,-,-,-,0.0,0,0,0,0,0,3,-,-,93%
MARCH 2004,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,90%
APRIL 2004,-,-,-6.1,-,-6.1,0.0,0,0,0,0,0,1,-,3%,96%
MAY 2004,-,-,28.5,-,15.8,0.0,0,0,0,1,0,0,-,3%,87%
JUNE 2004,28.6,37.4,19.9,39.0,15.4,0.0,0,0,1,0,0,0,60%,43%,86%
JULY 2004,29.1,37.2,21.0,45.0,16.0,0.0,0,0,0,1,0,0,74%,63%,67%
AUGUST 2004,27.7,36.7,18.7,41.4,10.9,0.0,0,0,0,0,2,0,84%,68%,87%
SEPTEMBER 2004,24.1,33.1,15.0,39.8,10.0,0.0,0,0,0,0,0,0,35%,38%,96%
