Month ∆,T (ºC),T. max ave. (ºC),T. min ave. (ºC),T. max abs. (ºC),T. min abs. (ºC),Prec. (mm),Days 1 mm,Days 0.1 mm,Days snow,Days storm,Days fog,Days frost,F-TM,F-Tm,F-R
JANUARY 2000,9.8,11.1,8.5,18.7,1.8,15.1,3,5,0,0,0,0,6%,5%,35%
FEBRUARY 2000,8.0,11.9,4.1,18.2,1.0,1.3,1,2,0,0,0,0,14%,10%,37%
MARCH 2000,8.7,12.4,5.0,18.4,-1.0,28.5,3,5,0,0,1,1,19%,13%,41%
APRIL 2000,19.0,23.3,14.8,27.2,-1.8,0.1,0,1,0,1,2,1,7%,7%,73%
MAY 2000,18.9,21.5,16.2,28.8,12.6,3.5,2,3,0,0,0,0,35%,26%,58%
JUNE 2000,22.2,25.6,18.8,29.2,9.6,21.5,4,6,0,1,0,0,28%,33%,60%
JULY 2000,26.2,29.2,23.2,31.6,13.6,5.0,2,2,0,2,0,0,31%,24%,77%
AUGUST 2000,27.1,30.1,24.2,40.0,22.2,38.2,3,3,0,0,0,0,37%,31%,77%
SEPTEMBER 2000,23.6,26.1,21.2,29.2,18.8,52.9,5,7,0,1,0,0,18%,22%,53%
OCTOBER 2000,17.5,20.0,15.0,23.0,12.0,95.6,8,12,0,2,0,0,32%,31%,54%
NOVEMBER 2000,12.6,15.0,10.3,18.4,7.4,150.6,12,13,0,0,0,0,28%,27%,50%
DECEMBER 2000,9.7,12.9,6.6,16.2,0.0,28.8,7,9,0,0,2,1,32%,32%,61%
JANUARY 2001,8.1,8.8,7.3,17.6,0.0,14.4,2,3,0,0,1,2,8%,11%,54%
FEBRUARY 2001,8.8,12.9,4.7,21.0,0.3,11.6,5,7,0,0,1,0,36%,38%,60%
MARCH 2001,11.2,14.4,8.0,26.4,3.4,81.1,10,10,0,0,3,0,32%,29%,54%
APRIL 2001,14.4,16.9,11.9,21.8,7.8,3.2,2,3,0,0,1,0,25%,32%,80%
MAY 2001,18.4,20.1,16.7,29.2,13.4,18.1,3,4,0,1,0,0,10%,8%,54%
JUNE 2001,22.7,25.3,20.0,27.6,16.6,12.5,3,4,0,0,0,0,37%,32%,70%
JULY 2001,25.2,28.5,22.0,31.6,17.4,15.6,3,4,0,2,0,0,32%,29%,80%
AUGUST 2001,26.5,29.3,23.6,32.0,20.0,150.7,6,8,0,2,0,0,32%,29%,64%
SEPTEMBER 2001,24.1,26.4,21.7,28.6,16.4,190.6,7,7,0,2,0,0,33%,30%,73%
OCTOBER 2001,17.8,20.3,15.3,27.0,10.6,504.5,12,13,0,4,0,0,26%,27%,51%
NOVEMBER 2001,14.1,17.6,10.6,22.4,2.6,105.5,7,9,0,1,0,0,32%,28%,50%
DECEMBER 2001,11.1,14.6,7.6,21.8,2.6,66.8,6,8,0,2,0,0,32%,31%,74%
JANUARY 2002,7.8,10.8,4.7,14.4,1.6,6.7,2,5,0,0,1,0,32%,40%,67%
FEBRUARY 2002,8.6,11.9,5.3,22.4,1.0,65.8,4,4,0,0,2,0,45%,43%,75%
MARCH 2002,10.9,14.4,7.5,25.2,-7.4,48.4,7,10,0,1,4,1,35%,40%,61%
APRIL 2002,13.0,14.6,11.4,21.4,9.0,44.7,10,12,0,2,1,0,37%,42%,60%
MAY 2002,17.2,19.6,14.7,24.6,11.6,37.9,6,9,0,2,0,0,35%,35%,58%
JUNE 2002,22.9,25.6,20.3,29.0,17.8,6.8,2,4,0,1,0,0,35%,38%,80%
JULY 2002,26.4,29.4,23.4,32.4,19.6,13.0,2,5,0,3,0,0,34%,32%,77%
AUGUST 2002,26.9,29.7,24.1,32.4,19.4,13.9,1,3,0,2,0,0,40%,37%,77%
SEPTEMBER 2002,24.2,27.0,21.3,28.6,18.0,60.0,3,3,1,3,0,0,27%,30%,90%
OCTOBER 2002,20.6,23.4,17.8,28.0,13.4,7.2,4,5,0,2,0,0,32%,31%,58%
NOVEMBER 2002,15.1,17.9,12.4,27.2,0.0,42.1,3,5,0,1,0,1,18%,8%,63%
DECEMBER 2002,7.2,9.3,5.1,14.4,-1.0,75.2,10,11,0,0,0,2,13%,8%,41%
JANUARY 2003,7.0,9.3,4.8,18.2,2.4,22.0,3,5,0,0,2,0,11%,16%,74%
FEBRUARY 2003,8.5,13.8,3.3,26.1,0.8,33.9,6,8,1,0,1,0,11%,4%,60%
MARCH 2003,-,8.6,-,23.7,-,41.7,7,10,0,0,0,0,2%,-,41%
APRIL 2003,-,-,-,-,-,18.3,3,4,0,0,1,1,-,-,53%
MAY 2003,-,-,-,-,-,16.3,4,6,1,2,1,0,-,-,64%
JUNE 2003,-,-,-,-,-,21.2,3,5,0,0,0,0,-,-,80%
JULY 2003,-,-,-,-,-,0.0,0,0,0,0,0,0,-,-,96%
AUGUST 2003,-,-,22.0,-,21.6,7.0,3,3,0,3,0,0,-,2%,74%
SEPTEMBER 2003,-,-,-,-,-,21.9,3,4,1,0,0,0,-,-,60%
OCTOBER 2003,-,-,-,-,-,134.7,1,4,0,2,0,0,-,-,77%
NOVEMBER 2003,-,-,-,-,-,130.2,8,8,0,2,0,0,-,-,53%
DECEMBER 2003,-,-,-,-,-,120.3,7,8,0,0,0,0,-,-,58%
JANUARY 2004,-,-,-,-,-,22.1,3,5,0,0,0,0,-,-,77%
FEBRUARY 2004,-,-,-,-,-,0.1,0,1,0,0,1,0,-,-,79%
MARCH 2004,-,-,-,-,-,28.5,5,7,0,0,3,0,-,-,51%
APRIL 2004,-,-,-,-,-,28.7,8,9,0,1,3,0,-,-,56%
MAY 2004,-,-,-,-,-,9.4,4,7,0,4,0,0,-,-,74%
JUNE 2004,23.6,26.2,20.9,30.6,16.6,1.3,1,2,0,3,0,0,30%,27%,70%
JULY 2004,24.2,26.6,21.8,29.4,18.8,24.0,1,1,0,0,0,0,39%,39%,54%
AUGUST 2004,26.8,29.4,24.1,30.8,22.6,1.3,0,2,0,0,0,0,48%,42%,74%
SEPTEMBER 2004,23.0,25.8,20.1,30.0,10.4,14.0,2,2,0,0,0,0,40%,40%,63%
OCTOBER 2004,18.4,21.7,15.1,26.2,11.6,2.0,1,1,0,1,0,0,39%,40%,74%
NOVEMBER 2004,14.6,16.9,12.2,23.0,0.6,46.0,4,4,0,1,0,0,32%,23%,36%
DECEMBER 2004,8.1,11.6,4.6,15.8,0.0,0.0,0,0,0,0,0,1,31%,23%,64%
JANUARY 2005,8.0,11.4,4.6,13.8,-3.5,20.8,1,2,0,0,0,1,32%,44%,70%
FEBRUARY 2005,6.4,8.8,4.0,17.8,-10.4,1.6,0,3,0,0,1,3,41%,32%,50%
MARCH 2005,10.1,12.0,8.2,26.4,1.4,16.0,3,3,0,0,0,0,27%,29%,48%
APRIL 2005,13.6,16.7,10.6,34.0,3.8,6.5,3,4,0,0,0,0,43%,40%,76%
MAY 2005,18.0,20.4,15.5,26.0,10.0,27.7,5,7,0,1,0,0,40%,37%,51%
